"esr";"status";"type";"osm_id";"lat";"lon";"name";"alt_name";"old_name";"official_name";"railway";"user"
"011749";"1";"0";"26870641";"63.4391861";"34.24376678";"Уросозеро";"";"";"";"station";""
"011804";"1";"0";"4017835695";"63.7442627";"34.3025856";"Сегежа";"";"";"";"station";""
"011819";"1";"0";"676527941";"63.81563568";"34.25279999";"Май-Губа";"";"";"";"station";""
"011908";"1";"0";"2102346776";"63.89356613";"34.26830673";"Надвоицы";"";"";"";"station";""
"011912";"1";"0";"276732361";"63.94480133";"34.23610687";"Шавань";"";"";"";"station";""
"011927";"1";"0";"276732605";"63.98478317";"34.18980789";"704 км";"";"";"";"halt";""
"012008";"1";"0";"1424435410";"64.03501892";"34.24772263";"Кочкома";"";"";"";"station";""
"012101";"1";"0";"676519826";"64.13832855";"34.24554443";"Идель";"";"";"";"station";""
"012116";"1";"0";"276733367";"64.22820282";"34.30431366";"Тунгуда";"";"";"";"station";""
"012205";"1";"0";"2002865725";"64.30197906";"34.4192009";"Летний";"";"";"";"station";""
"012210";"1";"0";"276733592";"64.36566162";"34.42910767";"Кильбо";"";"";"";"halt";""
"012309";"1";"0";"276733626";"64.43041229";"34.46602631";"Сосновец";"";"";"";"station";""
"012313";"1";"0";"276733725";"64.49134064";"34.57675552";"Уда";"";"";"";"station";""
"012328";"1";"0";"676517416";"64.51644135";"34.66435623";"Горелый Мост";"";"";"";"station";""
"012397";"1";"0";"276635434";"63.85428619";"36.46100235";"Маленьга";"";"";"";"station";""
"012510";"1";"0";"1616557186";"63.96996689";"36.1126709";"Руйга";"";"";"";"halt";""
"012525";"1";"0";"276635284";"64.01409912";"36.00416946";"Вирандозеро";"";"";"";"halt";""
"012544";"1";"0";"276635372";"63.90983582";"36.25766754";"Нюхча";"";"";"";"station";""
"012614";"1";"0";"276635224";"64.11834717";"35.7269783";"Колежма";"";"";"";"station";""
"012629";"1";"0";"276635159";"64.19004059";"35.55539703";"Тегозеро";"";"";"";"station";""
"012633";"1";"0";"276635253";"64.04734039";"35.91553879";"Ухтица";"";"";"";"station";""
"012703";"1";"0";"276635071";"64.24730682";"35.39116287";"Сумский Посад";"";"";"";"station";""
"012718";"1";"0";"1425068823";"64.32012939";"35.24569321";"Вирма";"";"";"";"station";""
"012722";"1";"0";"276634958";"64.39041138";"35.00601959";"Сухое";"";"";"";"station";""
"012737";"1";"0";"276634883";"64.47144318";"34.78826904";"Шижня";"";"";"";"station";""
"012741";"1";"0";"2160191219";"64.50848389";"34.72225189";"Выг";"";"";"";"station";""
"012782";"1";"0";"3417773995";"64.48648834";"34.75692749";"14 км";"";"";"";"halt";""
"012794";"1";"0";"3417772997";"64.51703644";"34.69688416";"9 км";"";"";"";"halt";""
"013000";"1";"0";"1280208197";"64.54123688";"34.77540207";"Беломорск";"";"";"";"station";""
"013015";"1";"0";"1616514281";"64.66175079";"34.80005646";"Заливы";"";"";"";"station";""
"013119";"1";"0";"276735030";"64.86109924";"34.67002106";"Мягрека";"";"";"";"station";""
"013123";"1";"0";"276734544";"64.73923492";"34.69925308";"Шуерецкая";"";"";"";"station";""
"013138";"1";"0";"276734828";"64.8072052";"34.64996338";"813 км";"";"";"";"halt";""
"013142";"1";"0";"1616514282";"64.61911011";"34.7895546";"791 км";"";"";"";"halt";""
"013208";"1";"0";"676518391";"64.95537567";"34.56977081";"Кемь";"";"";"";"station";""
"013212";"1";"0";"276736462";"65.02304077";"34.61935425";"846 км";"";"";"";"halt";""
"013227";"1";"1";"258589852";"65.09043884";"34.58154678";"Ламбино";"";"";"";"station";""
"013231";"1";"0";"1392155393";"65.24330139";"34.4650383";"Поньгома";"";"";"";"station";""
"013246";"1";"0";"276738066";"65.30200195";"34.36745834";"883 км";"";"";"";"halt";""
"013250";"1";"0";"1418018383";"64.9899826";"34.78699493";"Кемь-Пристань";"";"";"";"station";""
"013509";"1";"0";"276738212";"65.35396576";"34.26393127";"Кузема";"";"";"";"station";""
"013513";"1";"0";"1424435389";"65.42424011";"34.26745987";"Воньга";"";"";"";"halt";""
"013528";"1";"0";"1424435462";"65.57349396";"34.20231628";"Сиг";"";"";"";"station";""
"013570";"1";"0";"276739625";"65.71881104";"34.05354691";"935 км";"";"";"";"halt";""
"013602";"1";"0";"683061225";"65.79003143";"33.94441223";"Энгозеро";"";"";"";"station";""
"013617";"1";"0";"276755476";"65.84147644";"33.82757568";"957 км";"";"";"";"halt";""
"013706";"1";"0";"276756095";"65.89777374";"33.70917892";"Амбарный";"";"";"";"station";""
"013710";"1";"0";"276756570";"65.96250153";"33.35416794";"Боярская";"";"";"";"station";""
"013725";"1";"0";"3416675234";"65.9485321";"33.4318924";"981 км";"";"";"";"halt";""
"013801";"1";"0";"276757170";"66.07526398";"33.05911636";"Лоухи";"";"";"";"station";""
"013829";"1";"0";"276758030";"66.19783783";"32.90111923";"Кереть";"";"";"";"station";""
"013903";"1";"0";"1616681527";"66.0042572";"32.38169479";"Еловая";"";"";"";"station";""
"014003";"1";"0";"1616681535";"65.8978653";"31.83407021";"Кестеньга";"";"";"";"station";""
"014107";"1";"0";"1616681541";"65.76290894";"31.13105965";"Пяозеро";"";"";"";"station";""
"014215";"1";"0";"3416175950";"66.74150085";"32.48669815";"Гангос";"";"";"";"halt";""
"014304";"1";"0";"276758443";"66.26634216";"32.9667778";"Чупа";"";"";"";"station";""
"014319";"1";"0";"1424435408";"66.30760193";"32.92889023";"Катозеро";"";"";"";"halt";""
"014338";"1";"0";"276759738";"66.43583679";"32.85043716";"Полярный Круг";"";"";"";"station";""
"014342";"1";"0";"276761312";"66.68531799";"32.66383362";"1093 км";"";"";"";"halt";""
"014357";"1";"0";"276760649";"66.58660126";"32.80944443";"Пояконда";"";"";"";"station";""
"014361";"1";"0";"276760992";"66.63718414";"32.74983215";"Лесной";"";"";"";"halt";""
"014376";"1";"0";"937887891";"66.71094513";"32.64143372";"Ковда";"";"";"";"station";""
"014408";"1";"0";"683205028";"66.81967926";"32.35455322";"Княжая";"";"";"";"station";""
"014431";"1";"0";"937914024";"66.92337799";"32.20843506";"Жемчужная";"";"";"";"halt";""
"014450";"1";"0";"276764262";"67.00614166";"32.19221115";"Ручьи-карельские";"";"";"";"station";""
"014465";"1";"0";"276764455";"67.03540039";"32.2036171";"1147 км";"";"";"";"halt";""
"014516";"1";"0";"611407355";"66.98516083";"32.1356926";"Кирки";"";"";"";"station";""
"014520";"1";"0";"1619941218";"66.99833679";"32.00342178";"11 км";"";"";"";"halt";""
"014535";"1";"0";"1619941222";"67.00841522";"31.92126465";"16 км";"";"";"";"halt";"014535"
"014545";"1";"0";"611407223";"67.00795746";"31.85344505";"Вуд-Озеро";"";"";"";"halt";""
"014554";"1";"0";"611407219";"67.01066589";"31.83312035";"20 км";"";"";"";"halt";""
"014569";"1";"0";"1619941223";"66.99758148";"31.71718216";"26 км";"";"";"";"halt";""
"014573";"1";"0";"1526967143";"66.95980835";"31.66632843";"Будасси";"";"";"";"halt";""
"014611";"1";"0";"611407070";"66.96253967";"31.45281792";"Ням-Озеро";"";"";"";"station";""
"014624";"1";"0";"611407020";"66.93677521";"31.2775116";"Тованд";"";"";"";"halt";""
"014639";"1";"0";"611406954";"66.95211792";"31.14883041";"57 км";"";"";"";"halt";""
"014643";"1";"0";"611406837";"66.96764374";"31.02885628";"Капраево";"";"";"";"halt";""
"014658";"1";"0";"611406764";"66.97021484";"30.96684647";"62 км";"";"";"";"halt";""
"014677";"1";"0";"1619940812";"66.97677612";"30.63715553";"Войта";"";"";"";"halt";""
"014681";"1";"0";"1619941226";"66.95980072";"30.47351456";"93 км";"";"";"";"halt";""
"014709";"1";"0";"1041162860";"66.96334076";"30.34160614";"Алакуртти";"";"";"";"station";"014709"
"014802";"1";"0";"276765074";"67.08102417";"32.26621628";"Белое Море";"";"";"";"station";""
"014817";"1";"0";"1529424155";"67.10503387";"32.25590897";"1157 км";"";"";"";"halt";""
"014821";"1";"0";"937914242";"67.14672852";"32.27391434";"Проливы";"";"";"";"halt";""
"014906";"1";"0";"1652244511";"67.16027069";"32.41927719";"Кандалакша";"";"";"";"station";""
"014930";"1";"0";"1421752670";"67.24208832";"32.42760468";"Плесозеро";"1182 км";"";"";"station";""
"014944";"1";"0";"276767088";"67.27738953";"32.45306396";"1186 км";"";"";"";"halt";""
"014959";"1";"0";"1529392922";"67.29837036";"32.47212982";"1189 км";"Нивский";"";"";"halt";""
"015102";"1";"0";"276767255";"67.31719971";"32.49818039";"Пинозеро";"";"";"";"station";""
"015114";"1";"0";"1616428107";"67.34902954";"32.29129028";"Червас";"";"";"";"station";""
"015133";"1";"0";"632002408";"67.49337769";"31.90648651";"Уполокша";"";"";"";"station";""
"015152";"1";"0";"1624802230";"67.57423401";"31.38875198";"Калюжный";"Колюжный";"";"";"halt";"015152"
"015203";"1";"0";"1616846887";"67.58135223";"31.14246368";"Ёна";"";"";"";"station";""
"015307";"1";"0";"1616840669";"67.48883057";"30.84159279";"Куропта";"";"";"";"station";"015307"
"015400";"1";"0";"1245464207";"67.54933167";"30.48161125";"Ковдор";"";"";"";"station";""
"015504";"1";"0";"935558807";"67.3732605";"32.48715973";"Полярные Зори";"";"";"";"station";""
"015519";"1";"0";"937914035";"67.41060638";"32.61083984";"Восточная Губа";"";"";"";"halt";""
"015608";"1";"0";"276768726";"67.44264984";"32.77815247";"Африканда";"";"";"";"station";""
"015612";"1";"0";"935513726";"67.43166351";"32.99613953";"Хабозеро";"";"";"";"halt";""
"015627";"1";"0";"3239488020";"67.45959473";"33.18735123";"Питкуль";"";"";"";"station";""
"015627";"1";"0";"935513730";"67.46199036";"33.18661499";"Питкуль";"";"";"";"halt";""
"015631";"1";"0";"635753172";"67.56429291";"33.36976242";"Апатиты 1";"";"";"";"station";""
"015646";"1";"0";"3416154016";"67.60188293";"33.3707962";"1268 км";"";"";"";"halt";""
"015650";"1";"0";"480559424";"67.54483795";"33.39930344";"Апатиты Сортировочная";"";"";"";"station";""
"015650";"1";"1";"39994506";"67.54579163";"33.39950943";"Апатиты Сортировочная";"";"";"";"station";""
"015716";"1";"0";"477551224";"67.57054138";"33.41749191";"3 км";"";"";"";"halt";"015716"
"015735";"1";"0";"1528721636";"67.56421661";"33.49764633";"7 км";"";"";"";"halt";""
"015740";"1";"0";"944690286";"67.55553436";"33.60859299";"12 км";"";"";"";"halt";"015740"
"015805";"1";"0";"944690549";"67.56141663";"33.62521362";"Титан";"";"";"";"station";""
"016009";"1";"0";"1194364378";"67.5922699";"33.42062378";"Апатиты-2";"";"";"";"station";"016009"
"016013";"1";"0";"3416157742";"67.52567291";"33.38109589";"1256 км";"";"";"";"halt";""
"016121";"1";"0";"937914065";"67.67416382";"33.21173477";"Хибины";"";"";"";"station";""
"016136";"1";"0";"937914067";"67.76690674";"33.18967056";"Нефелиновые Пески";"";"";"";"station";""
"016140";"1";"0";"937914133";"67.8522644";"33.25865173";"Имандра";"";"";"";"station";""
"016155";"1";"0";"1375018575";"67.81730652";"33.20023346";"1297 км";"";"";"";"halt";""
"016210";"1";"0";"267213786";"67.87563324";"33.29347229";"1303 км";"";"";"";"halt";""
"016225";"1";"0";"631467967";"67.94339752";"33.33468246";"Рудный";"";"";"";"halt";""
"016231";"1";"0";"937914258";"67.99667358";"33.39471054";"Куна";"";"";"";"station";""
"016244";"1";"0";"267213737";"68.04699707";"33.36455536";"Ягельный Бор";"";"";"";"station";""
"016259";"1";"0";"3416148006";"68.10614014";"33.31914139";"1333 км";"";"";"";"halt";""
"016308";"1";"1";"149407001";"68.13603973";"33.31344223";"Оленегорск";"";"";"";"station";""
"016308";"1";"0";"2001649838";"68.13611603";"33.31286621";"Оленегорск";"";"";"";"station";""
"016314";"1";"0";"1529240690";"68.08947754";"33.27084351";"6 км";"";"";"";"halt";""
"016329";"1";"0";"1529240687";"68.04249573";"33.21574402";"12 км";"";"";"";"halt";"016329"
"016333";"1";"0";"1529240688";"68.02867889";"33.14848328";"16 км";"";"";"";"halt";"016333"
"016348";"1";"0";"1529240689";"67.98519897";"32.98561478";"25 км";"";"";"";"halt";""
"016403";"1";"0";"606432976";"67.95163727";"32.87471008";"Мончегорск";"";"";"";"station";""
"016600";"1";"0";"4017600975";"68.27259827";"33.32600403";"Лапландия";"";"";"";"station";""
"016627";"1";"0";"3958071135";"68.35838318";"33.29750824";"Пулозеро";"";"";"";"station";""
"016634";"1";"0";"267214698";"68.20334625";"33.3311348";"1340 км";"";"";"";"halt";""
"016719";"1";"0";"4004534893";"68.43496704";"33.34758759";"Тайбола";"";"";"";"station";""
"016738";"1";"0";"1234928967";"68.57809448";"33.17561722";"1391 км";"";"";"";"halt";""
"016742";"1";"0";"985859056";"68.51209259";"33.17943954";"Кица";"";"";"";"halt";""
"016757";"1";"0";"986084896";"68.63661957";"33.21894836";"Лопарская";"";"";"";"halt";""
"016761";"1";"0";"981736074";"68.46886444";"33.19729996";"1381 км";"";"";"";"halt";""
"016812";"1";"0";"1183472761";"68.69906616";"33.12217712";"1410 км";"";"";"";"halt";""
"016827";"1";"0";"1529371343";"68.7374649";"33.13490295";"1417 км";"";"";"";"halt";""
"016831";"1";"0";"985070598";"68.67992401";"33.12649155";"Магнетиты";"";"";"";"halt";""
"016916";"1";"0";"267214437";"68.79416656";"33.09906769";"1425 км";"";"";"";"halt";""
"016920";"1";"0";"75363675";"68.83669281";"33.08188248";"Выходной";"";"";"";"station";""
"016935";"1";"0";"1529352540";"68.84737396";"33.05040359";"1434 км";"";"";"";"halt";""
"016946";"1";"0";"1529323680";"68.88421631";"33.04261017";"1437 км";"";"";"";"halt";""
"016954";"1";"0";"267214468";"68.7533493";"33.16029739";"Шонгуй";"";"";"";"halt";""
"017001";"1";"0";"1031873979";"68.88897705";"33.05105209";"Кола";"";"";"";"station";""
"017016";"1";"0";"937457219";"68.84831238";"32.9320488";"9 км";"";"";"";"halt";""
"017035";"1";"0";"75365035";"68.90087891";"33.06206894";"1439 км";"";"";"";"halt";""
"017041";"1";"0";"75360096";"68.9148941";"33.06349564";"1441 км";"";"";"";"halt";""
"017054";"1";"0";"75360707";"68.92469025";"33.05141068";"1443 км";"";"";"";"halt";""
"017073";"1";"0";"1056147862";"68.94911957";"33.04385757";"1446 км";"";"";"";"halt";""
"017088";"1";"0";"75363524";"68.96704102";"33.0635643";"1448 км";"";"";"";"halt";""
"017105";"1";"0";"1039278192";"68.81996155";"32.81879807";"Мурмаши";"";"";"";"station";""
"017118";"1";"0";"941962809";"68.83546448";"32.78453827";"Тулома";"";"";"";"halt";"017118"
"017139";"1";"0";"1528792421";"69.00197601";"32.22075653";"54 км";"";"";"";"halt";"017139"
"017143";"1";"0";"961818096";"69.05474091";"32.17760468";"61 км";"";"";"";"halt";""
"017158";"1";"0";"1423139632";"68.84860229";"32.68978882";"23 км";"";"";"";"halt";""
"017302";"1";"0";"1097196180";"68.96929169";"32.45425797";"Пяйве";"";"";"";"station";""
"017410";"1";"0";"1028840709";"69.10110474";"31.94297218";"75 км";"";"";"";"halt";""
"017425";"1";"0";"303975008";"69.13366699";"31.80124283";"85 км";"";"";"";"halt";""
"017437";"1";"0";"1028839890";"69.16021729";"31.72502136";"90 км";"";"";"";"halt";""
"017444";"1";"0";"1526835572";"69.18933868";"31.69351387";"Моккет";"";"";"";"station";""
"017459";"1";"0";"1028841151";"69.26795197";"31.23078728";"Титовка";"";"";"";"station";""
"017463";"1";"0";"1528822499";"69.20045471";"31.5698967";"101 км";"";"";"";"halt";""
"017478";"1";"0";"1528838047";"69.21378326";"31.38907623";"109 км";"";"";"";"halt";""
"017482";"1";"0";"961818049";"69.07833862";"32.12311172";"Нял";"";"";"";"station";""
"017904";"1";"0";"1526888125";"69.39971161";"31.10591125";"Луостари";"";"";"";"station";""
"017919";"1";"0";"1526888128";"69.383461";"30.9941864";"Семужная";"";"";"";"halt";""
"017923";"1";"0";"1509962113";"69.43286133";"31.12463951";"5 км";"";"";"";"halt";"017923"
"018023";"1";"0";"991555540";"69.5094986";"31.16303635";"Печенга";"";"";"";"station";""
"018108";"1";"0";"1358244380";"69.40739441";"30.79387093";"Заполярная";"";"";"";"station";""
"018201";"1";"0";"2847857804";"69.42014313";"30.25650215";"Никель-Мурманский";"";"";"";"station";""
"018409";"1";"0";"75362899";"68.97197723";"33.06923676";"Мурманск";"";"";"";"station";""
"018413";"1";"0";"75362041";"68.98694611";"33.06925583";"2 км";"";"";"";"halt";""
"018428";"1";"0";"1621251859";"68.9947052";"33.05777359";"3 км";"";"";"";"halt";"018428"
"018432";"1";"0";"1614148331";"67.33569336";"32.43885422";"4 км";"";"";"";"station";""
"018432";"1";"0";"75360010";"69.00376129";"33.06147385";"4 км";"";"";"";"halt";""
"018447";"1";"0";"75365894";"69.0107193";"33.08005905";"5 км";"";"";"";"halt";"018447"
"018606";"1";"0";"75364418";"69.01953125";"33.09741592";"Комсомольск-Мурманский";"";"";"";"station";""
"018818";"1";"0";"614620957";"69.04010773";"33.28680038";"Сафоново-Мурманское";"";"";"";"halt";""
"019007";"1";"0";"614604255";"69.05487061";"33.37707901";"Ваенга";"";"";"";"station";""
"020004";"1";"0";"3964359720";"60.71548843";"28.75125694";"Выборг";"";"";"";"station";""
"020019";"1";"0";"1560108253";"60.71373749";"28.77797127";"2 км";"";"";"";"halt";"020019"
"020023";"1";"0";"2014636356";"60.73241043";"28.80474472";"Таммисуо";"";"";"";"station";"020023"
"020038";"1";"0";"3683023341";"60.76353073";"28.88386536";"Пальцево";"";"";"";"halt";""
"020042";"1";"0";"3683029276";"60.76974106";"28.89930534";"12 км";"";"";"";"halt";"020042"
"020057";"1";"0";"3683029277";"60.77264023";"28.91281509";"13 км";"";"";"";"halt";"020057"
"020061";"1";"0";"224845097";"60.79943466";"28.95701408";"Гвардейское";"";"";"";"station";""
"020076";"1";"0";"1303202470";"60.80539703";"28.95143318";"Пионерлагерь";"";"";"";"halt";""
"020080";"1";"0";"257153772";"60.83438492";"28.95014191";"21 км";"";"";"";"halt";"020080"
"020201";"1";"0";"356057963";"60.36928177";"28.77465439";"Ермилово";"";"";"";"station";""
"020305";"1";"0";"148094220";"60.36494446";"28.63041496";"Приморск";"";"";"";"station";""
"020310";"1";"0";"1264749334";"59.46472549";"33.81907654";"Бор";"";"";"";"station";""
"020310";"1";"0";"2438845303";"60.41984558";"28.6783638";"Бор";"";"";"";"halt";""
"020409";"1";"0";"66312593";"60.45264816";"28.71518898";"Прибылово";"";"";"";"station";""
"020502";"1";"0";"65005973";"60.5284729";"28.68998528";"Советский";"";"";"";"station";""
"020517";"1";"0";"2012627811";"60.58276367";"28.71356392";"Попово";"";"";"";"station";"020517"
"020521";"1";"0";"66251583";"60.60690689";"28.74012566";"Матросово";"";"";"";"halt";""
"020536";"1";"0";"65009200";"60.65369797";"28.76637268";"Соколинское";"";"";"";"halt";""
"020606";"1";"0";"1327815844";"60.61968613";"28.56689072";"Высоцк";"";"";"";"station";""
"020610";"1";"0";"1327815845";"60.5993042";"28.61256599";"Пихтовое";"";"";"";"halt";""
"020625";"1";"0";"1327815846";"60.59176636";"28.64811897";"Щербаково";"";"";"";"halt";""
"020803";"1";"0";"389882455";"60.46751404";"29.2853241";"Кирилловское";"";"";"";"station";""
"020818";"1";"0";"26550571";"60.55157471";"29.15483093";"Лейпясуо";"";"Leipäsuo";"";"halt";""
"020907";"1";"0";"26550593";"60.59114075";"29.04441261";"Гаврилово";"";"Kämärä";"";"station";""
"020911";"1";"0";"27466905";"60.6277771";"28.956213";"Лебедевка";"";"";"";"halt";""
"020926";"1";"0";"27466908";"60.64421082";"28.91807365";"117 км";"";"";"";"halt";"020926"
"020930";"1";"0";"2011157210";"60.69051743";"28.81615639";"Лазаревка";"";"";"";"halt";"020930"
"021100";"1";"0";"600137255";"60.69100952";"29.17660904";"Вещево";"";"";"";"station";""
"021115";"1";"0";"1862930375";"60.68516541";"29.06287956";"Осиновка";"";"";"";"halt";""
"021120";"1";"0";"65011689";"60.68412399";"28.94652939";"Перово";"";"";"";"halt";""
"021134";"1";"0";"65011676";"60.68166733";"28.88238716";"Кархусуо";"";"";"";"halt";""
"021204";"1";"0";"27466910";"60.66045761";"28.88153076";"Верхнее Черкасово";"";"";"";"station";"021204"
"021312";"1";"0";"1327794942";"60.77387619";"28.57107544";"Кравцово";"";"";"";"halt";""
"021331";"1";"0";"1327565008";"60.8053627";"28.48164368";"Лужайка";"";"";"";"station";""
"021505";"1";"0";"293905407";"60.75217056";"28.65019035";"Пригородная";"";"";"";"station";""
"021609";"1";"0";"245429669";"60.85910416";"28.94745636";"Возрождение";"";"";"";"station";""
"021613";"1";"0";"245429690";"60.91867447";"28.97141838";"Ханнила";"";"Hannila";"";"station";""
"021628";"1";"0";"245429326";"60.93781662";"29.00371742";"Никифоровское";"";"Rahikkala";"";"halt";""
"021632";"1";"0";"2523342335";"60.96046066";"29.07636452";"38 км";"";"";"";"halt";""
"021702";"1";"0";"245428839";"60.96201324";"29.10778427";"Каменногорск";"";"Antrea";"";"station";""
"021721";"1";"0";"2523342336";"61.00478745";"29.39793015";"Лениярви";"59 км";"";"";"halt";"021721"
"021806";"1";"0";"280430227";"61.11769485";"28.84592247";"Светогорск";"";"Enso";"";"station";""
"021810";"1";"0";"1347843341";"61.086586";"28.90491486";"Кивиоя";"";"";"";"halt";""
"022007";"1";"0";"282252238";"61.04912567";"28.92511559";"Лесогорский";"";"";"";"station";""
"022103";"1";"0";"282252386";"61.01279068";"29.03367805";"Пруды";"";"";"";"station";""
"022122";"2";"0";"1560108556";"60.68363953";"28.89914703";"5 км";"";"";"";"halt";""
"022211";"1";"0";"2523342334";"60.98297882";"29.32106972";"Красный сокол";"";"Сысоевская";"";"station";""
"022226";"2";"0";"3749318386";"59.42731857";"33.00231552";"59 км";"";"";"";"halt";""
"022300";"1";"0";"245427906";"61.01885223";"29.41553497";"Бородинское";"";"";"";"station";""
"022315";"1";"0";"279220639";"61.05977249";"29.4389801";"Инкиля";"";"";"";"halt";""
"022326";"1";"0";"282096382";"61.09745789";"29.50892258";"Хаколахти";"";"";"";"halt";""
"022334";"1";"0";"245427483";"61.14522552";"29.56918526";"Ояярви";"";"";"";"halt";""
"022349";"1";"0";"245427241";"61.1880455";"29.57037735";"Пукинниеми";"";"";"";"halt";""
"022353";"1";"0";"245420310";"61.44484329";"29.82462311";"199 км";"";"";"";"halt";""
"022404";"1";"0";"1327881343";"61.23546982";"29.68801308";"Хийтола";"";"";"";"station";""
"022419";"1";"0";"291558819";"61.25180435";"29.69152832";"Хауккаваара";"176 км";"";"";"halt";""
"022423";"1";"0";"886826314";"61.32157135";"29.72476387";"Алхо";"";"";"";"halt";""
"022508";"1";"0";"279636631";"60.9618187";"29.24505997";"Боровинка";"";"";"";"station";""
"022616";"1";"0";"1851427726";"60.68529129";"30.00411987";"Лосево";"";"";"";"halt";""
"022635";"1";"0";"530790888";"60.58883667";"30.17652512";"79 км";"";"78 км";"";"halt";"022635"
"022645";"1";"0";"442723847";"60.63162994";"30.11410522";"Петяярви";"";"";"";"station";""
"022654";"1";"0";"2341199442";"60.66570282";"30.03590012";"Лосево 1";"";"";"";"station";"022654"
"022705";"1";"0";"722089743";"60.72538376";"30.07369995";"Громово";"";"";"";"station";""
"022711";"1";"0";"272290127";"60.76968384";"30.14070892";"Суходолье";"";"";"";"halt";""
"022813";"1";"0";"371090708";"60.82555008";"30.12943649";"Отрадное";"";"";"";"station";""
"022902";"1";"0";"245419167";"60.90768051";"30.08011818";"Мюллюпельто";"";"";"";"station";""
"022917";"1";"0";"950503095";"60.95100784";"30.09219551";"Синёво";"";"";"";"halt";""
"023002";"1";"0";"2012486876";"61.0358696";"30.10265541";"Приозерск";"";"";"";"station";""
"023017";"1";"0";"264001502";"61.06713104";"29.98820877";"Капеасалми";"148 км";"";"";"halt";"023017"
"023106";"1";"0";"1794933346";"61.1129837";"29.87501335";"Кузнечное";"";"";"";"station";""
"023110";"1";"0";"291557991";"61.20300674";"29.73840332";"168 км";"";"";"";"halt";""
