"esr";"status";"type";"osm_id";"lat";"lon";"name";"alt_name";"old_name";"official_name";"railway";"user"
"161908";"1";"0";"1632682372";"55.67024231";"28.3262043";"Борковичи";"";"";"";"station";"161908"
"161912";"1";"0";"1632682374";"55.63807678";"28.41964149";"Подозерцы";"";"";"";"halt";"161912"
"162309";"1";"0";"306067499";"53.97826767";"25.65239716";"Гавья";"";"";"";"station";"162309"
"162313";"1";"0";"271036651";"54.00004959";"25.71134758";"Березовцы";"";"";"";"halt";"162313"
"162328";"1";"0";"306067525";"54.03307343";"25.8341732";"Лобачи";"";"";"";"halt";"162328"
"162332";"1";"0";"2313751583";"53.96580505";"25.55723763";"Князиковцы";"";"";"";"halt";"162332"
"162347";"1";"0";"2767449949";"53.93553543";"25.44401741";"Цверма";"";"";"";"halt";"162347"
"162351";"1";"0";"2774608149";"54.22393799";"26.65565681";"Литва";"";"";"";"halt";"162351"
"162402";"1";"0";"3721358306";"54.06429291";"25.91710854";"Юратишки";"";"";"";"station";"162402"
"162417";"1";"0";"306067534";"54.09078979";"25.96564484";"Довгердишки";"";"";"";"halt";"162417"
"162421";"1";"0";"306068754";"54.12112427";"26.02113152";"Яхимовщина";"";"";"";"halt";"162421"
"162436";"1";"0";"2773691521";"54.16038895";"26.09335899";"Войгяны";"";"";"";"halt";"162436"
"162506";"1";"0";"306066293";"54.17120743";"26.15377808";"Богданов";"";"";"";"station";"162506"
"162510";"1";"0";"306066299";"54.18132401";"26.25802612";"Мельковщизна";"";"";"";"halt";"162510"
"162525";"1";"0";"2773691526";"54.20344925";"26.29893684";"Ластоянцы";"";"";"";"halt";"162525"
"162530";"1";"0";"306066302";"54.21815872";"26.36915588";"Листопады";"";"";"";"halt";"162530"
"162607";"1";"0";"306066215";"54.22029114";"26.44889832";"Воложин";"";"";"";"station";"162607"
"162614";"1";"0";"306066218";"54.21806717";"26.52171707";"Шипуличи";"";"";"";"halt";"162614"
"162633";"1";"0";"2774608148";"54.21787262";"26.61467552";"Березинское";"";"";"";"halt";"162633"
"162703";"1";"0";"2774608150";"54.22792435";"26.7076931";"Полочаны";"";"";"";"station";"162703"
"162703";"1";"1";"156482972";"54.22771454";"26.70775986";"Полочаны";"";"";"";"station";""
"162718";"1";"0";"2774608152";"54.26288605";"26.77066231";"Сечки";"";"";"";"halt";"162718"
"162807";"1";"0";"306066060";"54.29919434";"26.81080437";"Каледино";"";"";"";"station";"162807"
"162900";"1";"0";"306066069";"54.31617737";"26.83825684";"Молодечно";"";"";"";"station";"162900"
"162915";"1";"0";"306065639";"54.35542297";"26.85939407";"Тышкевичи";"";"";"";"halt";"162915"
"162926";"1";"0";"306065647";"54.42088699";"26.88010025";"Домановский";"";"";"";"halt";"162926"
"162934";"1";"0";"306065648";"54.46191406";"26.8882637";"Красный Бережок";"";"";"";"halt";"162934"
"162949";"1";"0";"1390613647";"54.4817543";"26.88620949";"Зенит";"";"";"";"halt";"162949"
"163000";"1";"0";"306068713";"54.59667206";"25.89274597";"Гудогай";"";"";"";"station";"163000"
"163015";"1";"0";"306068696";"54.5533371";"26.00260353";"Скрестины";"";"";"";"halt";"163015"
"163021";"1";"0";"2731116199";"54.57118607";"25.9521637";"Каменка";"";"";"";"halt";"163021"
"163104";"1";"0";"306068681";"54.53144836";"26.08096313";"Ошмяны";"";"";"";"station";"163104"
"163208";"1";"0";"306068567";"54.50985718";"26.19218063";"Солы";"";"";"";"station";"163208"
"163212";"1";"0";"271038193";"54.4961319";"26.26973915";"Гаути";"";"";"";"halt";"163212"
"163301";"1";"0";"1390823768";"54.47529602";"26.3713131";"Сморгонь";"";"";"";"station";"163301"
"163316";"1";"0";"271038592";"54.45672607";"26.4568119";"Белосельский";"";"";"";"halt";"163316"
"163320";"1";"0";"306068556";"54.47178268";"26.40576744";"Молодёжный";"";"";"";"halt";"163320"
"163405";"1";"0";"306068550";"54.42121887";"26.54107475";"Залесье";"";"";"";"station";"163405"
"163405";"1";"1";"164088987";"54.42136383";"26.54135895";"Залесье";"";"";"";"station";""
"163417";"1";"0";"489362763";"54.39229202";"26.59265518";"Засковичи";"";"";"";"halt";"163417"
"163509";"1";"0";"306066255";"54.36623001";"26.66118431";"Пруды";"";"";"";"station";"163509"
"163513";"1";"0";"1390823765";"54.34260941";"26.70734596";"Мороськи";"";"";"";"halt";"163513"
"163528";"1";"0";"306066250";"54.33175278";"26.73029518";"Асановский";"";"";"";"halt";"163528"
"163532";"1";"0";"1390823766";"54.32005692";"26.77550507";"Носилово";"";"";"";"halt";"163532"
"163602";"1";"0";"1390613645";"54.50251389";"26.9293766";"Вилейка";"";"";"";"station";"163602"
"163617";"1";"0";"306065629";"54.55916214";"26.98996735";"Куренец";"";"";"";"halt";"163617"
"163621";"1";"0";"306065611";"54.6162529";"27.08269882";"Страж";"";"";"";"halt";"163621"
"163636";"1";"0";"306065613";"54.64144135";"27.13053131";"Нивки";"";"";"";"halt";"163636"
"163706";"1";"0";"306065959";"54.67480469";"27.18281555";"Княгинин";"";"";"";"station";"163706"
"163706";"1";"1";"375267435";"54.67509842";"27.18286896";"Княгинин";"";"";"";"station";""
"163710";"1";"0";"306065932";"54.73786163";"27.2950573";"Кривичи";"";"";"";"halt";"163710"
"163802";"1";"0";"306063168";"54.7913475";"27.40713882";"Будслав";"";"";"";"station";"163802"
"163814";"1";"0";"306065052";"54.84024429";"27.51133537";"Вереньки";"Вереники";"";"";"halt";"163814"
"163829";"1";"0";"271040361";"54.82056808";"27.461689";"Илово";"";"";"";"halt";"163829"
"163903";"1";"0";"306065007";"54.8785553";"27.60270882";"Парафьянов";"";"";"";"station";"163903"
"163918";"1";"0";"306064938";"54.95485306";"27.66762733";"Порплище";"";"";"";"halt";"163918"
"163922";"1";"0";"1648442805";"54.98955536";"27.70365143";"Володьки";"";"";"";"halt";"163922"
"164003";"1";"0";"306064927";"55.02844238";"27.7816906";"Крулевщизна";"";"";"";"station";"164003"
"164018";"1";"0";"1390617525";"55.07651901";"27.82853317";"Шипы";"";"";"";"halt";"164018"
"164215";"1";"0";"2377498212";"55.13809967";"26.68345261";"Ярево";"";"";"";"halt";"164215"
"164249";"1";"0";"306065255";"55.12677765";"26.51135635";"Камайка";"";"";"";"halt";"164249"
"164253";"1";"0";"306065264";"55.08615112";"26.41954613";"Разлоги";"";"";"";"halt";"164253"
"164304";"1";"0";"1236299652";"55.12327576";"26.85660934";"Поставы";"";"";"";"station";"164304"
"164323";"1";"0";"1390888236";"55.13525391";"27.03346634";"Новосёлки";"";"";"";"halt";"164323"
"164338";"1";"0";"306065054";"55.14339828";"27.08117294";"Жефарово";"";"";"";"halt";"164338"
"164342";"1";"0";"1656426614";"55.151577";"26.58314323";"Годутишки";"";"";"";"halt";"164342"
"164408";"1";"0";"306065061";"55.14163971";"27.20365143";"Воропаево";"";"";"";"station";"164408"
"164412";"1";"0";"1390888227";"55.14190674";"27.32686615";"Ляховщина";"";"";"";"halt";"164412"
"164427";"1";"0";"306065044";"55.14942169";"27.37925148";"Новодруцк";"";"";"";"halt";"164427"
"164431";"1";"0";"1390888192";"55.13780212";"27.42177391";"Веретеи";"";"";"";"halt";"164431"
"164446";"1";"0";"1390888243";"55.13407898";"27.26544189";"Чёрное";"";"";"";"halt";"164446"
"164450";"1";"0";"306065039";"55.13084793";"27.49909973";"Константинов Двор";"";"";"";"halt";"164450"
"164465";"1";"0";"306065027";"55.13401413";"27.58309364";"Шарабаи";"";"";"";"halt";"164465"
"164516";"1";"0";"306065263";"55.04120636";"26.31080246";"Лынтупы";"";"";"";"station";"164516"
"164520";"1";"0";"306065260";"54.9766655";"26.25577736";"Пескаришки";"";"";"";"halt";"164520"
"164535";"1";"0";"1613914557";"55.00073624";"26.27624702";"Масленники";"";"";"";"halt";"164535"
"164605";"1";"0";"306065017";"55.77836609";"27.48045731";"Друя";"";"";"";"station";"164605"
"164612";"1";"0";"664271334";"55.70129013";"27.58069038";"Идолты";"";"";"";"halt";"164612"
"164709";"1";"0";"130200701";"55.62579727";"27.60721397";"Миоры";"";"";"";"station";"164709"
"164713";"1";"0";"306065033";"55.50084305";"27.52467918";"Зори";"";"";"";"halt";"164713"
"164802";"1";"0";"306065015";"55.36806488";"27.46955872";"Шарковщизна";"Шарковщина";"";"";"station";"164802"
"164817";"1";"0";"306065058";"55.33089447";"27.2934742";"Дембово";"";"";"";"halt";"164817"
"164821";"1";"0";"306065050";"55.30968475";"27.21707344";"Полово";"";"";"";"halt";"164821"
"164836";"1";"0";"1390888218";"55.20575333";"27.19514847";"Гута";"";"";"";"halt";"164836"
"164906";"1";"0";"1390888197";"55.13293457";"27.67152977";"Глубокое";"";"";"";"station";"164906"
"164910";"1";"0";"1683162957";"55.06241608";"27.70344162";"Журки";"";"";"";"halt";"164910"
"165006";"1";"0";"306064922";"55.16166687";"27.97636604";"Подсвилье";"";"";"";"station";"165006"
"165025";"1";"0";"1613920597";"55.23831177";"29.85725212";"Краево";"";"";"";"halt";"165025"
"165037";"1";"0";"1390613646";"55.09637833";"27.85777664";"Замошье";"";"";"";"halt";"165037"
"165103";"1";"0";"306064920";"55.21461487";"28.07913971";"Боровое";"";"";"";"station";"165103"
"165114";"1";"0";"247895719";"55.25699997";"28.17440224";"Зябки";"";"";"";"station";"165114"
"165129";"1";"0";"306064893";"55.28609467";"28.22300529";"Полеваче";"";"";"";"halt";"165129"
"165133";"1";"0";"1026471163";"55.30504227";"28.2959137";"Кульгаи";"";"";"";"halt";"165133"
"165148";"1";"0";"306064880";"55.34596634";"28.34654045";"Загатье";"";"";"";"station";"165148"
"165152";"1";"0";"306064884";"55.40678406";"28.47338676";"Ветрино";"";"";"";"halt";"165152"
"165203";"1";"0";"306064844";"55.42418289";"28.58232117";"Фариново";"";"";"";"station";"165203"
"165307";"1";"0";"306067256";"55.4538002";"28.7203846";"Ксты";"";"";"";"station";"165307"
"165311";"1";"0";"119298140";"55.45497131";"28.929142";"Фомино";"";"";"";"halt";"165311"
"165504";"1";"0";"2659070273";"55.50440216";"28.56582451";"Новополоцк";"";"";"";"station";""
"165608";"1";"0";"306065981";"54.98868179";"30.94038963";"Заольша";"";"";"";"station";"165608"
"165612";"1";"0";"306065960";"55.0045166";"30.86894226";"Черницы";"";"";"";"halt";"165612"
"165701";"1";"0";"306065947";"55.01351166";"30.79553604";"Лиозно";"";"";"";"station";"165701"
"165716";"1";"0";"306065952";"55.0249939";"30.7047348";"Шахи";"";"";"";"halt";"165716"
"165720";"1";"0";"271089133";"55.02116776";"30.60265923";"Выдрея";"";"";"";"halt";"165720"
"165735";"1";"0";"306066222";"55.03115845";"30.43960381";"Крынки";"";"";"";"station";"165735"
"165741";"1";"0";"1967199884";"55.06690598";"30.36223412";"Копты";"Копты";"";"";"halt";"165741"
"165754";"1";"0";"306066283";"55.11132812";"30.29799652";"Заболотинка";"";"";"";"station";"165754"
"165769";"1";"0";"3397286023";"55.15136337";"30.21525955";"Лучёса";"";"";"";"halt";"165769"
"165909";"1";"0";"306066284";"55.28423309";"30.30269432";"Придвинская";"";"";"";"station";"165909"
"166009";"1";"0";"3218899107";"55.19491577";"30.18558693";"Витебск-Пассажирский";"";"";"";"station";"166009"
"166009";"1";"0";"306066290";"55.22193527";"30.26805878";"Витьба";"";"";"";"station";"166009"
"166102";"1";"0";"922574383";"55.18294525";"30.26021576";"Журжево";"";"";"";"station";"166102"
"166403";"1";"0";"1942498709";"54.52074051";"30.37623215";"Орша-Центральная";"";"";"";"station";""
"166418";"1";"0";"271090976";"54.5474472";"30.42093468";"Городнянский";"";"";"";"halt";"166418"
"166422";"1";"0";"271090970";"54.59528351";"30.43352318";"Хлусово";"";"";"";"station";"166422"
"166507";"1";"0";"1563477362";"54.50429153";"30.37508011";"Орша-Западная";"";"";"";"station";"166507"
"166600";"1";"0";"1563473239";"54.4450264";"30.32196999";"Червено";"";"";"";"station";"166600"
"166615";"1";"0";"1838736503";"54.41119003";"30.3035183";"Звёздный";"";"";"";"halt";"166615"
"166704";"1";"0";"919483758";"54.50447845";"30.40145493";"Орша-Восточная";"";"";"";"station";"166704"
"166719";"1";"0";"271090750";"54.47308731";"30.4141655";"Блокпост №2";"";"";"";"halt";""
"166723";"1";"0";"27225493";"54.56615448";"30.41064644";"Можеевка";"";"";"";"station";"166723"
"166738";"1";"0";"306065930";"54.62321854";"30.38436508";"Юрцево";"";"";"";"halt";"166738"
"166761";"1";"0";"27225441";"54.68515778";"30.31668663";"Стайки";"";"";"";"station";"166761"
"166776";"1";"0";"1026522249";"54.75374985";"30.27748299";"Лужки";"";"";"";"halt";"166776"
"166808";"1";"0";"306066018";"54.54234695";"30.44574547";"Орша-Северная";"";"";"";"station";"166808"
"167001";"1";"0";"306066261";"54.84292603";"30.20714188";"Богушевская";"";"";"";"station";"167001"
"167016";"1";"0";"27225274";"55.04452896";"30.16819572";"Скребни";"";"";"";"halt";"167016"
"167020";"1";"0";"2806029177";"54.98559189";"30.17743111";"Савченки";"";"";"";"halt";"167020"
"167035";"1";"0";"1026516880";"54.93009567";"30.18988228";"Лычковского";"";"";"";"halt";"167035"
"167054";"1";"0";"306066267";"55.01337814";"30.17661476";"Замосточье";"";"";"";"station";"167054"
"167069";"1";"0";"1827309470";"55.0663414";"30.16196823";"Русаки";"";"";"";"halt";""
"167073";"1";"0";"27225249";"55.08625031";"30.16952324";"Сосновка";"";"";"";"halt";"167073"
"167105";"1";"0";"1613164876";"55.13982391";"30.15883827";"Медвёдка";"";"";"";"station";"167105"
"167119";"1";"0";"1613164875";"55.11373901";"30.16248322";"Крестьянка";"";"";"";"halt";"167119"
"168108";"1";"1";"156316190";"54.87575912";"28.69095802";"Лепель";"";"";"";"station";""
"168108";"1";"0";"271043772";"54.87543869";"28.69104576";"Лепель";"";"";"";"station";"168108"
"168112";"1";"0";"1878109362";"54.88075638";"28.85745621";"Лазовики";"";"";"";"halt";"168112"
"168201";"1";"0";"271044537";"54.87428665";"28.93091965";"Заслоново";"";"116-й километр";"";"station";"168201"
"168216";"1";"0";"271044551";"54.86750412";"29.04912376";"Жестянка";"";"";"";"halt";"168216"
"168305";"1";"0";"938288304";"54.83408356";"29.14048004";"Чашники";"";"";"";"station";""
"168314";"1";"0";"2092285462";"54.79415512";"29.26328087";"Зябы";"Зябы";"";"";"halt";"168314"
"168324";"1";"0";"899339360";"54.75387192";"29.37166405";"Вятны";"";"";"";"halt";"168324"
"168339";"1";"0";"1879404489";"54.7391777";"29.44307709";"Блажевщина";"";"";"";"halt";"168339"
"168343";"1";"0";"919480731";"54.73007965";"29.5577755";"Сенненский";"Сенненская";"";"";"halt";"168343"
"168358";"1";"0";"919480732";"54.74639511";"29.50077629";"Уздорники";"";"";"";"halt";"168358"
"168377";"1";"0";"919502231";"54.71236801";"29.59202385";"Менютево";"";"";"";"halt";"168377"
"168409";"1";"0";"2505260615";"54.67834473";"29.14117241";"Новолукомль";"";"";"";"station";""
"168409";"1";"1";"337674655";"54.67845154";"29.14161873";"Новолукомль";"";"";"";"station";""
"168606";"1";"0";"919480730";"54.71167374";"29.64858055";"Бурбин";"";"";"";"station";"168606"
"168610";"1";"0";"919480729";"54.71567917";"29.74944878";"Тимирязево";"";"";"";"halt";"168610"
"168625";"1";"0";"919480728";"54.67272949";"29.82210732";"Комарово";"";"";"";"halt";"168625"
"168633";"1";"0";"1869771042";"54.6394043";"29.89671326";"Лемница";"";"";"";"station";"168633"
"168644";"1";"0";"919527407";"54.63748169";"29.96285439";"Шибеки";"";"";"";"halt";"168644"
"168659";"1";"0";"271086113";"54.65280914";"29.99488449";"Михново";"";"";"";"halt";"168659"
"168663";"1";"0";"271085573";"54.63617706";"30.0501194";"Адровка";"";"";"";"halt";"168663"
"168700";"1";"0";"919482139";"54.62850571";"30.15525246";"Смольяны";"";"";"";"station";"168700"
"168714";"1";"0";"919482539";"54.61118317";"30.20710564";"Гребенёво";"";"";"";"halt";"168714"
"168729";"1";"0";"919488902";"54.59628296";"30.24341393";"Криничино";"Криничино";"";"";"halt";"168729"
"168733";"1";"0";"919482541";"54.55830765";"30.29130554";"Машково";"";"";"";"halt";"168733"
"168748";"1";"0";"271086763";"54.55022812";"30.32609749";"Слободский";"";"";"";"halt";"168748"
"168752";"1";"0";"919482658";"54.52822495";"30.34397316";"Васьковщизна";"Васковщина";"";"";"halt";"168752"
"168767";"1";"0";"271087516";"54.57099152";"30.2716217";"11 км";"";"";"";"halt";"168767"
"168907";"1";"0";"306066034";"54.6207428";"30.56377411";"Хлюстино";"";"";"";"station";"168907"
"169007";"1";"0";"306066031";"54.64956665";"30.65877533";"Осиновка";"";"";"";"station";"169007"
"169011";"1";"0";"306065986";"54.67445755";"30.76786613";"Киреёво";"";"";"";"halt";"169011"
"169026";"1";"0";"306065976";"54.68649673";"30.88868523";"Шуховцы";"";"";"";"halt";"169026"
"170004";"1";"0";"1183570665";"54.81079865";"32.12414169";"Смоленск-Сортировочный";"";"";"";"station";""
"170023";"1";"0";"3992293982";"54.80350494";"32.15582657";"Колодня";"";"";"";"halt";""
"170038";"1";"0";"3992293981";"54.80760193";"32.21008682";"Волчейка";"";"";"";"halt";""
"170042";"1";"0";"3760548795";"54.80498505";"32.09588242";"Орловская";"";"";"";"halt";""
"170057";"1";"0";"3992293980";"54.80315018";"32.14178848";"Вагонное депо";"";"";"";"halt";""
"170057";"1";"0";"3760580554";"54.80160141";"32.14154053";"Вагонное депо";"";"";"";"halt";""
"170108";"1";"0";"2011389433";"54.79834366";"32.0344696";"Смоленск-Центральный";"Смоленск";"";"";"station";""
"170127";"1";"0";"1191417950";"54.78523254";"31.9323597";"Дачная I";"";"";"";"halt";""
"170131";"1";"0";"3993213520";"54.78380966";"31.91210938";"Дачная II";"";"";"";"halt";""
"170413";"1";"0";"3760544909";"54.77150345";"32.35504532";"567 км";"";"";"";"halt";""
"170428";"1";"0";"311179826";"54.76532745";"32.40326309";"Конец";"";"";"";"halt";""
"170432";"1";"0";"3992293985";"54.81357956";"32.35641098";"397 км";"";"";"";"halt";""
"170447";"1";"0";"3992293983";"54.83486176";"32.40950012";"Пересветово";"";"";"";"halt";""
"170451";"1";"0";"3760544490";"54.74771881";"32.4988327";"Приднепровская";"";"";"";"halt";""
"170466";"1";"0";"2011389371";"54.79847336";"32.28553391";"Духовская";"";"";"";"station";""
"170517";"1";"0";"3760544143";"54.72889328";"32.58444214";"551 км";"";"";"";"halt";""
"170610";"1";"0";"3760540267";"54.66270447";"32.82209015";"Клоково";"";"";"";"halt";""
"170625";"1";"0";"311179802";"54.69999313";"32.69046402";"Добромино";"";"";"";"station";""
"170707";"1";"0";"311179776";"54.64068222";"32.87393188";"Глинка";"";"";"";"station";""
"170714";"1";"0";"3760539794";"54.62493134";"32.95978546";"524 км";"";"";"";"halt";""
"170729";"1";"0";"3284208337";"54.60775375";"33.03846741";"Нежода";"";"";"";"halt";""
"170803";"1";"0";"1944041615";"54.57456207";"33.16902924";"Ельня";"";"";"";"station";""
"170822";"1";"0";"3760536157";"54.54109573";"33.38759995";"Жегловка";"";"";"";"halt";""
"170907";"1";"0";"1612658875";"54.5197525";"33.48558426";"Коробец";"";"";"";"halt";""
"170911";"1";"0";"915608272";"54.50754547";"33.59907913";"Теренино";"";"";"";"halt";""
"170926";"1";"0";"915608286";"54.49225616";"33.67093658";"475 км";"";"";"";"halt";""
"170945";"1";"0";"3783480636";"54.51604843";"33.54423904";"Ежевица";"";"";"";"halt";""
"171011";"1";"0";"918269574";"54.46705627";"33.81397629";"465 км";"";"";"";"halt";""
"171026";"1";"0";"307474705";"54.44849014";"33.91809845";"Гривка";"";"";"";"halt";""
"171030";"1";"0";"915608334";"54.47866821";"33.74659729";"Павлиново";"";"";"";"station";""
"171100";"1";"0";"3993213519";"54.78178787";"31.83581352";"Гнёздово";"";"";"";"station";""
"171115";"1";"0";"3760569768";"54.79148483";"31.7636013";"406 км";"";"";"";"halt";""
"171121";"1";"0";"1392093129";"54.80831528";"31.6970787";"Куприно";"";"";"";"station";""
"171134";"1";"0";"3760570332";"54.83174896";"31.64050674";"416 км";"";"";"";"halt";""
"171149";"1";"0";"3760572418";"54.8475647";"31.53517151";"Лелеквинская";"";"";"";"halt";""
"171153";"1";"0";"3760572662";"54.85451126";"31.44401932";"Поселковая";"";"";"";"halt";""
"171308";"1";"0";"272715705";"54.7245903";"31.36445427";"Гусино";"";"";"";"station";""
"171312";"1";"0";"3760580696";"54.71944427";"31.33057022";"468 км";"";"";"";"halt";""
"171327";"1";"0";"3760579587";"54.71284866";"31.27608299";"471 км";"";"";"";"halt";""
"171331";"1";"0";"3760576186";"54.6849823";"31.12762642";"478 км";"";"";"";"halt";""
"171346";"1";"0";"3060409732";"54.68270874";"31.0355854";"Красное";"";"";"";"station";"171346"
"171609";"1";"0";"2023534695";"54.80060959";"31.90649033";"Красный Бор";"";"";"";"station";""
"171613";"1";"0";"1190101541";"54.79630661";"31.8711853";"430 км";"";"";"";"halt";""
"171628";"1";"0";"3993213521";"54.79536438";"31.82115555";"Ракитная";"";"";"";"station";""
"171632";"1";"0";"249496466";"54.77110672";"31.73159599";"Катынь";"";"";"";"halt";""
"171647";"1";"0";"3760577248";"54.76154709";"31.66106224";"Вонлярово";"";"";"";"halt";""
"171651";"1";"0";"249496433";"54.76105499";"31.59139061";"Воронино";"";"";"";"halt";""
"171666";"1";"0";"3760579428";"54.75238037";"31.54301643";"Велино";"";"";"";"halt";""
"171702";"1";"0";"303617436";"54.8677063";"31.39091301";"Голынки";"";"";"";"station";""
"171717";"1";"0";"3760573026";"54.88383102";"31.30431557";"439 км";"";"";"";"halt";""
"171810";"1";"0";"3760572049";"54.91545105";"31.14506912";"450 км";"";"";"";"halt";""
"171825";"1";"0";"1944052343";"54.88820648";"31.24481964";"Плоская";"";"";"";"station";""
"171902";"1";"0";"912119130";"54.9469223";"31.06889534";"Рудня";"";"";"";"station";""
"171914";"1";"0";"3760575167";"54.94445038";"30.98516846";"462 км";"";"";"";"halt";""
"172103";"1";"0";"2011389383";"54.89083099";"32.44579315";"Кардымово";"";"";"";"station";""
"172118";"1";"0";"3992293984";"54.94696426";"32.45280075";"376 км";"";"";"";"halt";""
"172122";"1";"0";"2011389417";"55.00306702";"32.48887253";"Присельская";"";"";"";"halt";""
"172137";"1";"0";"3992264858";"55.0402832";"32.57350159";"362 км";"";"";"";"halt";""
"172300";"1";"0";"973914725";"55.06631851";"32.65148926";"Ярцево";"";"";"";"station";""
"172404";"1";"0";"2011389406";"55.06822205";"32.78672028";"Милохово";"";"";"";"station";""
"172419";"1";"0";"2011389423";"55.07832718";"32.91014099";"Свищево";"";"";"";"halt";""
"172423";"1";"0";"2011389331";"55.0991745";"33.02431107";"Вышегор";"";"";"";"halt";""
"172438";"1";"0";"3992261674";"55.1085968";"33.13028336";"Максимово";"";"";"";"halt";""
"172508";"1";"0";"2011389420";"55.10569382";"33.24784088";"Сафоново";"";"";"";"station";""
"172512";"2";"0";"2594784577";"55.08192444";"33.27100754";"3 км";"";"";"";"halt";""
"172512";"2";"0";"3760515890";"55.17326355";"34.31565475";"3 км";"";"";"";"halt";""
"172527";"1";"0";"1944098657";"54.99784851";"33.29097748";"Струково";"";"";"";"station";""
"172531";"1";"0";"2011389358";"55.13552094";"33.36327744";"Дурово";"";"";"";"station";""
"172546";"1";"0";"3992228323";"55.15254974";"33.4849472";"300 км";"";"";"";"halt";""
"172550";"1";"0";"3760561799";"55.14603806";"33.53280258";"Митино";"";"";"";"halt";""
"172565";"2";"0";"2594778060";"53.9342041";"33.15928268";"14 км";"";"";"";"halt";""
"172565";"2";"0";"3992249572";"55.22370529";"33.2734375";"14 км";"";"";"";"halt";""
"172570";"2";"0";"1026113033";"54.9315033";"33.28828049";"Дорогобуж";"";"";"";"station";""
"172705";"1";"0";"1025421349";"54.97704697";"33.35904312";"Азотная";"";"";"";"station";""
"172813";"2";"0";"1026113033";"54.9315033";"33.28828049";"Дорогобуж";"";"";"";"station";""
"172902";"1";"0";"1944087792";"55.26144409";"33.26410675";"Вадино";"";"";"";"station";""
"172917";"1";"0";"1299324875";"55.31403732";"33.28371429";"Иванисино";"";"25 км";"";"halt";""
"172921";"1";"0";"1944087794";"55.34775925";"33.28877258";"Яковская";"";"";"";"halt";""
"173002";"1";"0";"2315783322";"55.45687866";"33.29694748";"Игоревская";"";"";"";"station";""
"173106";"1";"0";"1944087800";"55.53302002";"33.24966431";"Канютино";"";"";"";"station";""
"173203";"1";"0";"2582029009";"55.61737442";"33.27153015";"Никитинка";"";"";"";"halt";""
"173214";"1";"0";"3992249573";"55.675354";"33.28242874";"67 км";"";"";"";"halt";""
"173303";"1";"0";"2582036478";"55.69325638";"33.3148613";"Владимирский Тупик";"";"";"";"station";""
"173407";"1";"0";"414045649";"55.14128494";"33.62122726";"Издешково";"";"";"";"station";""
"173411";"1";"0";"3992228322";"55.14608383";"33.70660019";"286 км";"";"";"";"halt";""
"173500";"1";"0";"3992228320";"55.15309525";"33.7831955";"Алфёрово";"";"";"";"halt";""
"173515";"1";"0";"3992228321";"55.15711975";"33.89277267";"273 км";"";"";"";"halt";""
"173604";"1";"0";"2016792696";"55.1467247";"33.99762344";"Семлёво";"";"";"";"station";""
"173619";"1";"0";"3992220384";"55.15929031";"34.11386871";"Ждановка";"";"";"";"halt";""
"173623";"1";"0";"249497335";"55.16496277";"34.17702103";"Гредякино";"";"";"";"halt";""
"173638";"1";"0";"3992220385";"55.17983246";"34.22951889";"Золотарёвка";"";"";"";"halt";""
"173642";"1";"0";"3992220386";"55.17843628";"34.28048706";"Старая Деревня";"";"";"";"halt";""
"173801";"1";"0";"807925923";"55.84346008";"34.29203796";"Сычёвка";"";"";"";"station";""
"173816";"1";"0";"833549536";"55.93798065";"34.32010269";"Помельница";"";"";"";"halt";""
"173835";"1";"0";"2715988682";"55.79124069";"34.29456329";"191 км";"";"";"";"halt";""
"173841";"1";"0";"2715978254";"55.7121582";"34.29733276";"Вазуза";"";"";"";"halt";""
"173905";"1";"0";"1359526046";"55.63066101";"34.29590607";"Новодугинская";"";"";"";"station";""
"173918";"2";"0";"2673348213";"55.40983582";"34.56379318";"215 км";"";"";"";"halt";""
"173918";"2";"0";"2715960575";"55.58435059";"34.30598068";"215 км";"";"";"";"halt";""
"173924";"1";"0";"2715955206";"55.54586029";"34.31216049";"Усадище";"";"";"";"halt";""
"173939";"1";"0";"1393513038";"55.50562286";"34.32423782";"Александрино";"";"";"";"halt";""
"173943";"1";"0";"2715901536";"55.42835617";"34.32709122";"232 км";"";"";"";"halt";""
"174013";"1";"0";"2715880318";"55.36731339";"34.35988235";"Меркучево";"";"";"";"halt";""
"174024";"1";"0";"2715875277";"55.32255936";"34.34469986";"Фомкино";"";"";"";"halt";""
"174039";"1";"0";"2920582998";"55.29469681";"34.32582092";"Новое Село";"";"";"";"halt";""
"174043";"1";"0";"2715859291";"55.26275635";"34.32600403";"Кокорево";"";"";"";"halt";""
"174058";"1";"0";"1356821840";"55.39525223";"34.32781219";"Касня";"";"";"";"halt";""
"174109";"1";"0";"271790186";"55.23073578";"34.3198967";"Вязьма-Новоторжская";"";"";"";"station";""
"174306";"1";"0";"676656201";"55.19751358";"34.31762314";"Вязьма";"";"";"";"station";""
"174310";"1";"0";"2673401316";"55.24403763";"34.36161804";"Зубарёвка";"";"";"";"halt";""
"174325";"1";"0";"2673398332";"55.27272034";"34.37607574";"Комягино";"";"";"";"halt";""
"174332";"1";"0";"2673384254";"55.31579971";"34.4074707";"Подъёлки";"";"";"";"halt";""
"174344";"2";"0";"2594784577";"55.08192444";"33.27100754";"3 км";"";"";"";"halt";""
"174344";"2";"0";"3760515890";"55.17326355";"34.31565475";"3 км";"";"";"";"halt";""
