"alias";"railway";"express";"esr";"name"
"";"Д-В";"2034000";"";"ХАБАРОВСК"
"";"Д-В";"2034137";"";"ВЛАДИВОСТОК ГОРОД"
"";"Д-В";"2034401";"";"РАБОЧАЯ"
"";"Д-В";"2034402";"";"МАЛЬЦЕВСКАЯ"
"";"Д-В";"2034472";"";"КАМЕНЬ-РЫБАЛОВ"
"";"Д-В";"2034477";"";"КРАСКИНО"
"";"Д-В";"2034523";"";"ДЕСНА РЗД."
"";"Д-В";"2034524";"";"ОСТ.ПУНКТ N1"
"";"Д-В";"2034633";"";"СМАРСКИЙ"
"";"Д-В";"2034636";"";"КОМСОМОЛЬСК НА АМУРЕ"
"";"Д-В";"2034707";"";"АРТЕМ ПРИМОРСКИЙ 1"
"";"Д-В";"2034709";"";"АРТЕМ ПРИМОРСКИЙ 3"
"";"Д-В";"2034719";"";"ПОСТ 132 КМ"
"";"Д-В";"2034742";"";"ПЛАТФОРМА 151 КМ"
"";"Д-В";"2034743";"";"НАХОДКА ВОСТОЧНАЯ"
"";"Д-В";"2035610";"";"МЫС ЧУРКИН"
"";"Д-В";"2035659";"";"ТАЛОВЫЙ ВОСТОЧНЫЙ"
"";"Д-В";"2035702";"";"КОМСОМОЛЬСК СОРТИРОВОЧ"
"";"Д-В";"2035714";"";"КОМСОМОЛЬСК 2"
"";"Д-В";"2048044";"";"СТЛАННИК"
"";"Д-В";"2048107";"";"НОВОБЕЛЬМАНОВКА"
"";"Д-В";"2048111";"";"ХМЫЛОВСКИЙ"
"";"Д-В";"2048121";"";"ПОСТ ПОКРОВСКИЙ"
"";"Д-В";"2048122";"";"БЛОК ПОСТ 1875 КМ"
"";"Д-В";"2048143";"";"ТАСС-ЮРЯХ"
"";"ДОН";"0020225";"";"ИЗВАРИНО-ЗАМЧАЛОВО ГР."
"";"ДОН";"0022204";"";"ГРАКОВКА-ШАЛАЕВО ГРАН."
"";"ДОН";"0022207";"";"ГАЛУТА-ЗАКАРДОННЫЙ ГР."
"";"ДОН";"0022208";"";"КРАСН.МОГИЛА-ЗАПОВЕДН."
"";"ДОН";"0022209";"";"ОЛЬХОВАЯ-ЧЕБОТОВКА ГР."
"";"ДОН";"2214002";"";"МЕЛОВАТКА"
"";"ДОН";"2214003";"";"ЩЕБРЕЦ"
"";"ДОН";"2214004";"";"ПЕРЕЛЕСКИ"
"";"ДОН";"2214005";"";"ОБГОННЫЙ ПУНКТ 347 КМ"
"";"ДОН";"2214006";"";"ЖЕЛАННАЯ"
"";"ДОН";"2214007";"";"НОВОСОСНОВСКИЙ"
"";"ДОН";"2214012";"";"КРАСНОРЕЦКАЯ"
"";"ДОН";"2214014";"";"УДАЧНАЯ"
"";"ДОН";"2214016";"";"ЖИТЛОВКА"
"";"ДОН";"2214017";"";"ЗАБИРКИНО"
"";"ДОН";"2214018";"";"ЮНЫЙ"
"";"ДОН";"2214019";"";"ОСТ.ПУНКТ 941 КМ"
"";"ДОН";"2214021";"";"ОСТ.ПУНКТ 955 КМ"
"";"ДОН";"2214022";"";"ОСТ.ПУНКТ 969 КМ"
"";"ДОН";"2214025";"";"ДОЛЯ"
"";"ДОН";"2214026";"";"УЧЕНИЧЕСКИЙ"
"";"ДОН";"2214027";"";"НЕЖНЯНСКИЙ"
"";"ДОН";"2214028";"";"ОСТ.ПУНКТ 68 КМ"
"";"ДОН";"2214029";"";"ОСТ.ПУНКТ 927 КМ"
"";"ДОН";"2214031";"";"ДЕМЕНКОВО"
"";"ДОН";"2214032";"";"АЛЕКСАНДРОВКА"
"";"ДОН";"2214033";"";"ОСТ.ПУНКТ 14 КМ"
"";"ДОН";"2214034";"";"ЯСИНОВАТАЯ"
"";"ДОН";"2214036";"";"КОХАНА"
"";"ДОН";"2214037";"";"ЯСИНОВАТАЯ-ГОРКА"
"";"ДОН";"2214038";"";"ДОНЕЦК-СЕВ"
"";"ДОН";"2214046";"";"ЯЗЫКОВО"
"";"ДОН";"2214049";"";"БАНТЫШЕВО"
"";"ДОН";"2214051";"";"ШИДЛОВСКАЯ"
"";"ДОН";"2214053";"";"МАШЧЕРМЕТ"
"";"ДОН";"2214058";"";"ФОРПОСТНАЯ"
"";"ДОН";"2214059";"";"НОВОСЕЛОВКА"
"";"ДОН";"2214062";"";"ЕЛОЧНЫЙ"
"";"ДОН";"2214067";"";"ПРИЛЕЖНЫЙ"
"";"ДОН";"2214071";"";"ЗОВНАЯ"
"";"ДОН";"2214072";"";"РАЗДОЛОВКА"
"";"ДОН";"2214074";"";"ШЕВЧЕНКО"
"";"ДОН";"2214075";"";"МАЛОИЛЬШЕВСКАЯ"
"";"ДОН";"2214081";"";"КЛЕЩЕЕВКА"
"";"ДОН";"2214082";"";"КУРДЮМОВКА"
"";"ДОН";"2214083";"";"МАЙОРСКАЯ"
"";"ДОН";"2214088";"";"ШПИЧКИНО"
"";"ДОН";"2214091";"";"КОНДРАТЬЕВКА"
"";"ДОН";"2214093";"";"ПЛЕЩЕЕВКА"
"";"ДОН";"2214094";"";"КРИВОЙ ТОРЕЦ"
"";"ДОН";"2214096";"";"СКОТОВАТАЯ"
"";"ДОН";"2214097";"";"АЛЕБАСТРОВАЯ"
"";"ДОН";"2214098";"";"ДЫЛЕЕВКА"
"";"ДОН";"2214099";"";"МАГДАЛИНОВКА"
"";"ДОН";"2214102";"";"ОСТ.ПУНКТ 470 КМ"
"";"ДОН";"2214103";"";"ОСТ. ПУНКТ 495 КМ"
"";"ДОН";"2214105";"";"ТЕРРИКОННАЯ"
"";"ДОН";"2214108";"";"ХРИПКОВО"
"";"ДОН";"2214111";"";"БУНЧУЖНЫЙ"
"";"ДОН";"2214112";"";"ВОЛОДИНО"
"";"ДОН";"2214114";"";"НАСВЕТЕВИЧ"
"";"ДОН";"2214118";"";"ВЕНГЕРОВКА"
"";"ДОН";"2214119";"";"СВЕТЛАНОВО"
"";"ДОН";"2214121";"";"СИФОННАЯ"
"";"ДОН";"2214124";"";"ХОРОШЕЕ"
"";"ДОН";"2214129";"";"ВЫЕМКА"
"";"ДОН";"2214135";"";"ТЕПЛОГОРСК"
"";"ДОН";"2214143";"";"ПОЛОВИНКИНО"
"";"ДОН";"2214144";"";"ПЛУГАТАРОВКА"
"";"ДОН";"2214145";"";"ПЕРЕМОЖНЫЙ"
"";"ДОН";"2214146";"";"ШТОРМОВО"
"";"ДОН";"2214147";"";"МАРСОВСКИЙ"
"";"ДОН";"2214151";"";"БАХМУТОВКА"
"";"ДОН";"2214152";"";"КРАСНООЗЕРОВКА"
"";"ДОН";"2214153";"";"ОСТ.ПУНКТ 938 КМ"
"";"ДОН";"2214154";"";"ПИТОМНИК"
"";"ДОН";"2214155";"";"ОГОРОДНЫЙ"
"";"ДОН";"2214156";"";"ТЕПЛОВСКИЙ"
"";"ДОН";"2214157";"";"ТРАНЗИТНЫЙ"
"";"ДОН";"2214159";"";"КОНДРАШЕВСКАЯ"
"";"ДОН";"2214160";"";"КРАСНОДОН"
"";"ДОН";"2214161";"";"ОЛЬХОВАЯ"
"";"ДОН";"2214162";"";"ВЕРГУНКА"
"";"ДОН";"2214164";"";"ЛУГАНСК-ГРУЗОВОЙ"
"";"ДОН";"2214165";"";"ТЕХНИКУМ"
"";"ДОН";"2214166";"";"МЕЛОВАЯ"
"";"ДОН";"2214167";"";"ЛОТИКОВО"
"";"ДОН";"2214169";"";"ЦЕРКОВНЫЙ"
"";"ДОН";"2214171";"";"БАРОНСКАЯ"
"";"ДОН";"2214172";"";"СБОРНАЯ"
"";"ДОН";"2214173";"";"ВРУБОВКА"
"";"ДОН";"2214174";"";"ЛУТУГИНО"
"";"ДОН";"2214175";"";"ГЛАФИРОВКА"
"";"ДОН";"2214176";"";"ПРИСТЕНОК"
"";"ДОН";"2214177";"";"СЕМЕЙКИНО"
"";"ДОН";"2214178";"";"УРАЛО-КАВКАЗСКАЯ"
"";"ДОН";"2214184";"";"ОСТ.ПУНКТ 900 КМ"
"";"ДОН";"2214185";"";"ОСТ.ПУНКТ 920 КМ"
"";"ДОН";"2214187";"";"ЛУГАНСК-СЕВЕРНЫЙ"
"";"ДОН";"2214188";"";"ЭНЕРГЕТИЧЕСКИЙ"
"";"ДОН";"2214191";"";"БОРЖИКОВКА"
"";"ДОН";"2214192";"";"ДЕПРЕРАДОВКА"
"";"ДОН";"2214193";"";"ЧЕРНУХИНО"
"";"ДОН";"2214194";"";"ФАЩЕВКА"
"";"ДОН";"2214195";"";"КОМЕНДАНТСКАЯ"
"";"ДОН";"2214196";"";"ПЕТРОВЕНЬКИ"
"";"ДОН";"2214201";"";"КОЛПАКОВО"
"";"ДОН";"2214202";"";"ЩЕТОВО"
"";"ДОН";"2214203";"";"БУЛАВИН"
"";"ДОН";"2214204";"";"ЛОБОВСКИЕ КОПИ"
"";"ДОН";"2214205";"";"КАРТУШИНО"
"";"ДОН";"2214206";"";"ДАРЬЕВКА"
"";"ДОН";"2214207";"";"ВАЛЬЯНОВСКИЙ"
"";"ДОН";"2214209";"";"ПОСТ 109 КМ"
"";"ДОН";"2214211";"";"РЕДКОДУБ"
"";"ДОН";"2214212";"";"НИКИШИНО"
"";"ДОН";"2214213";"";"КУМШАЦКИЙ"
"";"ДОН";"2214214";"";"РАССЫПНАЯ"
"";"ДОН";"2214215";"";"ПЕЛАГЕЕВСКИЙ"
"";"ДОН";"2214217";"";"ЛИВЕНКА"
"";"ДОН";"2214218";"";"ТОРЕЗ"
"";"ДОН";"2214219";"";"РЯСНОЕ"
"";"ДОН";"2214221";"";"ОРЛОВСКАЯ"
"";"ДОН";"2214222";"";"ЦУКУРИХА"
"";"ДОН";"2214224";"";"ПЕТРУНЬКИ"
"";"ДОН";"2214225";"";"ОСТ.ПУНКТ 103 КМ"
"";"ДОН";"2214226";"";"ЛАРИНО"
"";"ДОН";"2214227";"";"ТОРМОЗНОЙ"
"";"ДОН";"2214228";"";"ЗОЛОТЫЕ ПРУДЫ"
"";"ДОН";"2214231";"";"ПАНТЕЛЕЙМОНОВКА"
"";"ДОН";"2214232";"";"ПУТЕПРОВОД"
"";"ДОН";"2214234";"";"ВОЛЫНЦЕВО"
"";"ДОН";"2214235";"";"ИЗВАРИНО"
"";"ДОН";"2214236";"";"ЩЕБЕНКА"
"";"ДОН";"2214237";"";"ДЕКОНСКАЯ"
"";"ДОН";"2214238";"";"МОНАХОВО"
"";"ДОН";"2214239";"";"НЕМЧИНО"
"";"ДОН";"2214241";"";"СКОСЫРСКАЯ"
"";"ДОН";"2214242";"";"ОРЛОВА СЛОБОДА"
"";"ДОН";"2214243";"";"СОРОЧЬЕ"
"";"ДОН";"2214244";"";"ПОСТНИКОВО"
"";"ДОН";"2214246";"";"СТУПКИ"
"";"ДОН";"2214251";"";"ДОЛОМИТ"
"";"ДОН";"2214252";"";"КУДРЯВКА"
"";"ДОН";"2214253";"";"ПУТЕВОЙ ПОСТ 4 КМ"
"";"ДОН";"2214254";"";"АРТЕМОВСК 1"
"";"ДОН";"2214257";"";"СЕРДИТАЯ"
"";"ДОН";"2214258";"";"РОДИНСКАЯ"
"";"ДОН";"2214259";"";"ВОСКРЕСЕНСКАЯ"
"";"ДОН";"2214261";"";"ОСТ.ПУНКТ 48 КМ"
"";"ДОН";"2214262";"";"ОСТ.ПУНКТ 78 КМ"
"";"ДОН";"2214263";"";"РОТЫ"
"";"ДОН";"2214265";"";"ПОСТ N 91"
"";"ДОН";"2214266";"";"ЮЖНОДОНБАССКАЯ"
"";"ДОН";"2214269";"";"ТАВЛА"
"";"ДОН";"2214272";"";"КИЧИКСУ"
"";"ДОН";"2214276";"";"ГАЛУТА"
"";"ДОН";"2214277";"";"ОБГОННЫЙ ПУНКТ 412 КМ"
"";"ДОН";"2214284";"";"БЛОК ПОСТ 394 КМ"
"";"ДОН";"2214285";"";"БЛОК ПОСТ 375 КМ"
"";"ДОН";"2214286";"";"БЛОК ПОСТ 357 КМ"
"";"ДОН";"2214287";"";"ДЕБАЛЬЦЕВО СОРТИРОВОЧН"
"";"ДОН";"2214288";"";"ШИПИЛОВО"
"";"ДОН";"2214295";"";"ОСИ.ПУНКТ 82 КМ"
"";"ДОН";"2214298";"";"МЕРЦАЛОВ"
"";"ДОН";"2214303";"";"БИРЮКОВО"
"";"ДОН";"2214309";"";"ПОСТ 154 КМ"
"";"ДОН";"2214314";"";"КУРАХОВКА"
"";"ДОН";"2214318";"";"МОТОРНЫЙ"
"";"ДОН";"2214319";"";"ДОБРОПОЛЬЕ"
"";"ДОН";"2214345";"";"МАСЛОЖИРКОМБИНАТ"
"";"ДОН";"2214350";"";"КОНОПЛЯНОВКА"
"";"ДОН";"2214355";"";"КРАСНЫЙ ЛУЧ"
"";"ДОН";"2214358";"";"ВСТРЕЧНАЯ ДОНЕЦКАЯ"
"";"ДОН";"2214359";"";"ЛУТОВИНОВСКИЙ ПОСЕЛОК"
"";"ДОН";"2214364";"";"ДОЛЖАНСКАЯ НОВАЯ"
"";"ДОН";"2214371";"";"РАСПАСЕЕВКА"
"";"ДОН";"2214372";"";"СОЛИДАРНЫЙ"
"";"ДОН";"2214373";"";"МОЛОДОСТЬ"
"";"ДОН";"2214374";"";"ОСТ.ПУНКТ 1044 КМ"
"";"ДОН";"2214376";"";"КОЛЛЕКТИВНЫЙ"
"";"ДОН";"2214377";"";"ОСТ.ПУНКТ 390 КМ"
"";"ДОН";"2214378";"";"ОСТРОГЛЯД"
"";"ДОН";"2214382";"";"ДОНЕЦК"
"";"ДОН";"2214393";"";"ИЗОТОВО"
"";"ДОН";"2214395";"";"ОСТ.ПУНКТ 61 КМ"
"";"ДОН";"2214412";"";"КАРАВАННАЯ"
"";"ДОН";"2214413";"";"ДОНЕЦК 2"
"";"ДОН";"2214417";"";"БРАТКИ"
"";"ДОН";"2214420";"";"ПРИЯТНЫЙ"
"";"ДОН";"2214421";"";"ОСТ.ПУНКТ 456 КМ"
"";"ДОН";"2214430";"";"АНТРАЦИТ"
"";"ДОН";"2214440";"";"БРУСИН"
"";"ДОН";"2214443";"";"НОВОБАХМУТОВКА"
"";"ДОН";"2214448";"";"ЧАСОВ ЯР"
"";"ДОН";"2214460";"";"ЯРОВАЯ"
"";"ДОН";"2214464";"";"ДРОНОВО"
"";"ДОН";"2214469";"";"ОСТ.ПУНКТ 1110 КМ"
"";"ДОН";"2214470";"";"ЗЕЛЕНЫЙ КЛИН"
"";"ДОН";"2214477";"";"НОВОСВЕТЛОВСКИЙ"
"";"ДОН";"2214480";"";"МОСПИНО"
"";"ДОН";"2214485";"";"РУДАЕВО"
"";"ДОН";"2214494";"";"МОЧАЛИНСКИЙ"
"";"ДОН";"2214501";"";"ОСТ.ПУНКТ 1054 КМ"
"";"ДОН";"2214504";"";"НОВАТОРСКАЯ"
"";"ДОН";"2214506";"";"РОЯ"
"";"ДОН";"2214508";"";"СОФЬИНО-БРОДСКАЯ"
"";"ДОН";"2214513";"";"МЕНЧУГОВО"
"";"ДОН";"2214516";"";"БУРБУЛАТОВСКАЯ"
"";"ДОН";"2214517";"";"ПОСТ 1055 КМ"
"";"ДОН";"2214519";"";"НИЖНЕКРЫНКА"
"";"ДОН";"2214520";"";"ЛЕГЕНДАРНАЯ"
"";"ДОН";"2214521";"";"СЕЛИДОВКА"
"";"ДОН";"2214524";"";"КАРАКУБА"
"";"ДОН";"2214526";"";"ОСТ.ПУНКТ 40 КМ"
"";"ДОН";"2214530";"";"КРАСНОГОРОВКА"
"";"ДОН";"2214567";"";"БЕСЧИНСКАЯ"
"";"ДОН";"2214649";"";"ОСТ.ПУНКТ 836 КМ"
"";"ДОН";"2214651";"";"ГОРИЦВЕТНЫЙ"
"";"ДОН";"2214652";"";"ОСТ.ПУНКТ 843 КМ"
"";"ДОН";"2214653";"";"ОСТ.ПУНКТ 868 КМ"
"";"ДОН";"2214703";"";"ОСТ.ПУНКТ 853 КМ"
"";"ДОН";"2214714";"";"ГРАКОВКА"
"";"ДОН";"2214767";"";"УЮТ"
"";"ДОН";"2215151";"";"УРОЖАЙНЫЙ"
"";"ДОН";"2215212";"";"ОСТ.ПУНКТ 1024 КМ"
"";"ДОН";"2215222";"";"АВДАКОВО"
"";"ДОН";"2215227";"";"ОСТРЫЙ"
"";"ДОН";"2215236";"";"КАЛЬМИУС"
"";"ДОН";"2215239";"";"МУШКЕТОВО"
"";"ДОН";"2215241";"";"ОВРАГИ"
"";"ДОН";"2215258";"";"БРАЗОЛЬ"
"";"ДОН";"2215261";"";"ЯРЕМОВКА"
"";"ДОН";"2215265";"";"ВАЛУЙСКАЯ"
"";"ДОН";"2215266";"";"ВОДОПРОВОД"
"";"ДОН";"2215273";"";"ОСТ.ПУНКТ 1033 КМ"
"";"ДОН";"2215274";"";"ЧУМАКОВО"
"";"ДОН";"2215276";"";"СЛАВЯНСК-ВЕТКА"
"";"ДОН";"2215359";"";"СЕМЕЙКИНО НОВОЕ"
"";"ДОН";"2215373";"";"КИЯНОВ ПЕРЕВАЛ"
"";"ДОН";"2215374";"";"КАТРАН"
"";"ДОН";"2215376";"";"ЛУБЯНКА"
"";"ДОН";"2215377";"";"ВЗРЫВНОЙ"
"";"ДОН";"2216377";"";"ЧУМБУР"
"";"НZ";"7800004";"";"ДОБОВА(ХОРВАТИЯ)"
"";"НZ";"7800100";"";"ЗАГРЕБ ГЛАВНЫЙ"
"";"НZ";"7800104";"";"ВАРАЖДИН"
"";"НZ";"7800105";"";"ЦАКОВЕЦ(ХОРВАТИЯ)"
"";"НZ";"7800106";"";"КОТОРИБА"
"";"НZ";"7800201";"";"ДУГО СЕЛО"
"";"НZ";"7800202";"";"ВРБОВЕК"
"";"НZ";"7800203";"";"КРИЖЕВЦЫ"
"";"НZ";"7800309";"";"КОПРИВНИЦА"
"";"ЦЛН";"2700000";"";"АЛМА-АТА"
"";"ЦЛН";"2700051";"";"ПЛАТФОРМА 594 КМ"
"";"ЦЛН";"2700053";"";"ОСТ.ПУНКТ 552 КМ"
"";"ЦЛН";"2700054";"";"ОСТ.ПУНКТ 543 КМ"
"";"ЦЛН";"2700055";"";"ОСТ.ПУНКТ 23 КМ"
"";"ЦЛН";"2700056";"";"ОСТ.ПУНКТ 33 КМ"
"";"ЦЛН";"2700057";"";"ПЛАТФОРМА 14 КМ"
"";"ЦЛН";"2700058";"";"ПЛАТФОРМА 19 КМ"
"";"ЦЛН";"2700059";"";"ПЛАТФОРМА 27 КМ"
"";"ЦЛН";"2700060";"";"ПЛАТФОРМА 35 КМ"
"";"ЦЛН";"2700064";"";"ОСТ.ПУНКТ 136 КМ"
"";"ЦЛН";"2700065";"";"ОСТ.ПУНКТ 37 КМ"
"";"ЦЛН";"2700066";"";"ПЛАТФОРМА 41 КМ"
"";"ЦЛН";"2700067";"";"ИТАРКА"
"";"ЦЛН";"2700068";"";"ЕСПЕСАЙ"
"";"ЦЛН";"2700069";"";"ОСТ.ПУНКТ N21"
"";"ЦЛН";"2700072";"";"ПЛАТФОРМА 4 КМ"
"";"ЦЛН";"2700074";"";"КАЗЫКУРТ"
"";"ЦЛН";"2700077";"";"САЙРАМ"
"";"ЦЛН";"2700083";"";"МАЙЛИКЕНТ"
"";"ЦЛН";"2700085";"";"БУГУНЬ"
"";"ЦЛН";"2700090";"";"КУРГАСЫН"
"";"ЦЛН";"2700094";"";"ТОГУС"
"";"ЦЛН";"2700096";"";"ЛЕНГЕР"
"";"ЦЛН";"2700105";"";"КУРМАНГАЗЫ"
"";"ЦЛН";"2700107";"";"ОСТ.ПУНКТ 174 КМ"
"";"ЦЛН";"2700108";"";"ТАЛДЫ-КУРГАН"
"";"ЦЛН";"2700109";"";"ПЛАТФОРМА 80 КМ"
"";"ЦЛН";"2700123";"";"ОСТ.ПУНКТ N29"
"";"ЦЛН";"2700153";"";"СЕМИПАЛАТИНСК ПРИСТАНЬ"
"";"ЦЛН";"2700164";"";"ТАСКУМ"
"";"ЦЛН";"2700171";"";"ТЕКЕСУ"
"";"ЦЛН";"2700179";"";"ЧАЙТОБЕ"
"";"ЦЛН";"2700190";"";"НОВОДЖАМБУЛЬСКАЯ"
"";"ЦЛН";"2700200";"";"ШОЛПАН"
"";"ЦЛН";"2700399";"";"ШЫНЫРАУ"
"";"ЦЛН";"2700400";"";"ДАЛА-КАЙНАР"
"";"ЦЛН";"2700401";"";"КАРАКАМЫС"
"";"ЦЛН";"2700403";"";"УШБАЛЫК"
"";"ЦЛН";"2700404";"";"САРЫБУЛАК"
"";"ЦЛН";"2700405";"";"СУНКАР"
"";"ЦЛН";"2700408";"";"ОСТ.ПУНКТ 185 КМ"
"";"ЦЛН";"2700410";"";"КУМ-АРЫК"
"";"ЦЛН";"2700412";"";"ОСТ.ПУНКТ 265 КМ"
"";"ЦЛН";"2700413";"";"ПЛАТФОРМА 3409 КМ"
"";"ЦЛН";"2700420";"";"ОСТ.ПУНКТ 275 КМ"
"";"ЦЛН";"2700422";"";"ОСТ.ПУНКТ 282 КМ"
"";"ЦЛН";"2700424";"";"СУЛЫЖЕР"
"";"ЦЛН";"2700429";"";"ОСТ.ПУНКТ 299 КМ"
"";"ЦЛН";"2700430";"";"ОСТ.ПУНКТ 308 КМ"
"";"ЦЛН";"2700431";"";"ОСТ.ПУНКТ 45 КМ"
"";"ЦЛН";"2700432";"";"ОСТ.ПУНКТ 49 КМ"
"";"ЦЛН";"2700433";"";"ОСТ.ПУНКТ 122 КМ"
"";"ЦЛН";"2700434";"";"ОСТ.ПУНКТ 148 КМ"
"";"ЦЛН";"2700435";"";"ПЛАТФОРМА 69 КМ"
"";"ЦЛН";"2700436";"";"ПЛАТФОРМА 56 КМ"
"";"ЦЛН";"2700669";"";"КАРАБУЛАК"
"";"ЦЛН";"2700678";"";"ШИШКА"
"";"ЦЛН";"2700684";"";"ГЛУБОЧАНКА"
"";"ЦЛН";"2700685";"";"АРЫСЬ"
"";"ЦЛН";"2700686";"";"ЕРМАКОВКА"
"";"ЦЛН";"2700687";"";"СМОЛЯНКА"
"";"ЦЛН";"2700688";"";"СЕРЕБРЯНКА"
"";"ЦЛН";"2700689";"";"СЕЛЕЗНЕВКА"
"";"ЦЛН";"2700691";"";"БУХТАРМА"
"";"ЦЛН";"2700693";"";"ЗАВОДИНКА"
"";"ЦЛН";"2700694";"";"ТУРГУСУН"
"";"ЦЛН";"2700695";"";"УЛЬБА-ПЕРЕВАЛОЧНАЯ"
"";"ЦЛН";"2700697";"";"УЛЬБАСТРОЙ"
"";"ЦЛН";"2700711";"";"ЧАГАН"
"";"ЦЛН";"2700714";"";"ЖАЛПАК"
"";"ЦЛН";"2700726";"";"ЖЕЛДИКАРА"
"";"ЦЛН";"2700739";"";"ОСТ.ПУНКТ N24"
"";"ЦЛН";"2700742";"";"ЖИРГАЛЫ"
"";"ЦЛН";"2700749";"";"КОЛДАР"
"";"ЦЛН";"2700756";"";"ОСТ.ПУНКТ N11 "
"";"ЦЛН";"2700783";"";"ПИЯЗ"
"";"ЦЛН";"2700786";"";"ТЕКЕЛИ"
"";"ЦЛН";"2700808";"";"БУРУНДАЙ"
"";"ЦЛН";"2700820";"";"ЗЫРЯНОВСК"
"";"ЦЛН";"2700852";"";"ЖАНАТАС"
"";"ЦЛН";"2700853";"";"ЧЕБАКТЫ"
"";"ЦЛН";"2700854";"";"ТАБАКБУЛАК"
"";"ЦЛН";"2700856";"";"КАРАТАУ"
"";"ЦЛН";"2700857";"";"ДЖУМА-ДЖАМБУЛЬСКАЯ"
"";"ЦЛН";"2700859";"";"ЧАЙКУРУК"
"";"ЦЛН";"2700861";"";"БУРУЛ"
"";"ЦЛН";"2700864";"";"МАЙМАК"
"";"ЦЛН";"2700868";"";"КАРАКЧИ"
"";"ЦЛН";"2700871";"";"МАШАТ"
"";"ЦЛН";"2700916";"";"ОГНЕВКА"
"";"ЦЛН";"2700920";"";"КОКУЗЕК"
"";"ЦЛН";"2704781";"";"ОСТ.ПУНКТ N43"
"";"ЦЛН";"2704786";"";"САНКЫБАЙ"
"";"ЦЛН";"2704788";"";"ДЕННОЙ"
"";"ЦЛН";"2704849";"";"КОНЖАР"
"";"ЦЛН";"2704853";"";"БАХТИОЗИНО"
"";"ЦЛН";"2704854";"";"КУДЫК"
"";"ЦЛН";"2704861";"";"КЗЫЛСАЗ"
"";"ЦЛН";"2704866";"";"КОК-БЕК"
"";"ЦЛН";"2704868";"";"КОПОТАЙ"
"";"ЦЛН";"2704873";"";"ШЕНДЫ"
"";"ЦЛН";"2704875";"";"ЧАГАР"
"";"ЦЛН";"2704877";"";"ЗАРЯ ВОСТОКА"
"";"ЦЛН";"2704886";"";"КУРСАЙ"
"";"ЦЛН";"2704889";"";"КУМСАГЫЗ"
"";"ЦЛН";"2704892";"";"ШИРГАНАК"
"";"ЦЛН";"2704893";"";"АЛТЫ-КУДУК"
"";"ЦЛН";"2704897";"";"САРБЕТКЕЙ"
"";"ЦЛН";"2704899";"";"ИРЗАЕВ"
"";"ЦЛН";"2704902";"";"КАРА-КУУС"
"";"ЦЛН";"2704913";"";"КАЙРШАКТЫ"
"";"ЦЛН";"2704923";"";"КЗЫЛ-ЖАРМА"
"";"ЦЛН";"2704932";"";"КОСКАРАКУМ"
"";"ЦЛН";"2704935";"";"ОСТ.ПУНКТ N21"
"";"ЦЛН";"2704945";"";"САТИМСАЙ"
"";"ЦЛН";"2704964";"";"ВЕРБОВЫЙ"
"";"ЦЛН";"2704972";"";"МАЗАНОВО"
"";"ЦЛН";"2704974";"";"ИЛЕК"
"";"ЦЛН";"2704976";"";"УСПЕШНЫЙ"
"";"ЦЛН";"2704979";"";"БАЗЫРОВО"
"";"ЦЛН";"2704981";"";"ВЕТЛЯНКА"
"";"ЦЛН";"2704983";"";"ЗЕМЛЕДЕЛЕЦ"
"";"ЦЛН";"2704986";"";"ЖУЛДУЗ"
"";"ЦЛН";"2704987";"";"САГАРЧИН"
"";"ЦЛН";"2704988";"";"КОС-АРАЛ"
"";"ЦЛН";"2704997";"";"ЖАНГИЗ-АГАЧ"
"";"ЦЛН";"2705790";"";"КУЛАМА"
"";"ЦЛН";"2705793";"";"ОСТ.ПУНКТ N64"
"";"ЦЛН";"2705794";"";"КУМСАЙ"
"";"ЦЛН";"2705795";"";"ОСТ.ПУНКТ N51"
"";"ЦЛН";"2705796";"";"ОСТ.ПУНКТ N52"
"";"ЦЛН";"2705797";"";"ТАЛДЫСАЙ"
"";"ЦЛН";"2705798";"";"КРАСНОМАДЬЯРСКИЙ"
"";"ЦЛН";"2705803";"";"САРЫУЛЕК"
"";"ЦЛН";"2705804";"";"ТЕРБЕНБЕС"
"";"ЦЛН";"2705806";"";"ЖАЛГИЗАГАШ"
"";"ЦЛН";"2705807";"";"ТОСБОГЕТ"
"";"ЦЛН";"2705808";"";"СОРШИККАН"
"";"ЦЛН";"2705810";"";"ПОТУЙ"
"";"ЦЛН";"2705811";"";"УКИЛИСАЙ"
"";"ЦЛН";"2705812";"";"КЕНКЕС"
"";"ЦЛН";"2705816";"";"ТУБЕК"
"";"ЦЛН";"2705822";"";"КЕМЕ-САЛГАН"
"";"ЦЛН";"2705825";"";"КОКТОНДЫ"
"";"ЦЛН";"2705827";"";"МАЙЛЫКУН"
"";"ЦЛН";"2705828";"";"БУРЕБАЙ"
"";"ЦЛН";"2705858";"";"ОСТ.ПУНКТ N310"
"";"ЦЛН";"2705859";"";"ОСТ.ПУНКТ N307"
"";"ЦЛН";"2705875";"";"КИГАШ"
"";"ЦЛН";"2706792";"";"ТОБЫЛГЫ"
"";"ЦЛН";"2706794";"";"ОСТ.ПУНКТ N65"
"";"ЦЛН";"2706795";"";"БУЙРЕКТОБЕ"
"";"ЦЛН";"2706798";"";"КОСОБА"
"";"ЦЛН";"2708003";"";"ОСТ.ПУНКТ 199 КМ"
