"alias";"railway";"express";"esr";"name"
"";"ЛДЗ";"2500694";"";"СКУЛТЕ"
"";"ЛДЗ";"2500696";"";"ПУЙКУЛЕ"
"";"ЛДЗ";"2500697";"";"АУГШЦИЕМС"
"";"ЛДЗ";"2500698";"";"ИЕЦАВА"
"";"ЛДЗ";"2500700";"";"ЯУНОГРЕ"
"";"ЛДЗ";"2500701";"";"МУЛДАКМЕНС"
"";"ЛДЗ";"2500702";"";"ОСТ.ПУНКТ 50 КМ"
"";"ЛДЗ";"2500705";"";"ПУМПУРИ"
"";"ЛДЗ";"2500708";"";"ЗИЕДИНИ"
"";"ЛДЗ";"2500710";"";"ПРИЕДАЙНЕ"
"";"ЛДЗ";"2500714";"";"ГАРОЗА"
"";"ЛДЗ";"2500719";"";"МАЗСАЛАЦА"
"";"ЛДЗ";"2500728";"";"ДУБЕНИ"
"";"ЛДЗ";"2500731";"";"ПУРЭЗЕРС"
"";"ЛДЗ";"2500732";"";"ТАУРУПЕ"
"";"ЛДЗ";"2500735";"";"САУЛКАЛНЕ"
"";"ЛДЗ";"2500741";"";"ДЕПО ЗАСУЛАУКС"
"";"ЛДЗ";"2500742";"";"МИСА"
"";"ЛДЗ";"2500743";"";"РЕМИНЕ"
"";"ЛДЗ";"2500749";"";"КАРДЕ"
"";"ЛДЗ";"2500752";"";"БАЛТАВА"
"";"ЛДЗ";"2500754";"";"КИВУЛИ"
"";"ЛДЗ";"2500756";"";"ЛИЧУПЕ"
"";"ЛДЗ";"2500763";"";"ВЕЦУМНИЕКИ"
"";"ЛДЗ";"2500770";"";"ЯУНДУБУЛТИ"
"";"ЛДЗ";"2500774";"";"РОПЛАЙНИ"
"";"ЛДЗ";"2500775";"";"ГАУЯ"
"";"ЛДЗ";"2500777";"";"СУСТА"
"";"ЛДЗ";"2500781";"";"КАСТРАНЕ"
"";"ЛДЗ";"2500782";"";"АУСЕКЛИС"
"";"ЛДЗ";"2500785";"";"ПАБАЖИ"
"";"ЛДЗ";"2500789";"";"КРОГЗЕМЬИ"
"";"ЛДЗ";"2500790";"";"ВАЙВАРИ"
"";"ЛДЗ";"2500793";"";"ДАУДЗЕВА"
"";"ЛДЗ";"2500799";"";"ГРОБИНЯ"
"";"ЛДЗ";"2500801";"";"ЗОЛИТУДЕ"
"";"ЛДЗ";"2500805";"";"ОСТ.ПУНКТ 210 КМ"
"";"ЛДЗ";"2500806";"";"РУЙЕНА"
"";"ЛДЗ";"2500809";"";"ТАУРКАЛНЕ"
"";"ЛДЗ";"2500815";"";"ГАРЦИЕМС"
"";"ЛДЗ";"2500816";"";"ЗАЛИТЕ"
"";"ЛДЗ";"2500819";"";"ОСТ.ПУНКТ 56 КМ"
"";"ЛДЗ";"2500824";"";"ВАТРАНЕ"
"";"ЛДЗ";"2500825";"";"СЕЛПИЛС"
"";"ЛДЗ";"2500826";"";"ВЕЦДАУГАВА"
"";"ЛДЗ";"2500827";"";"СЕЦЕ"
"";"ЛДЗ";"2500830";"";"ЛИМБАЖИ"
"";"ЛДЗ";"2500836";"";"ОСТ.ПУНКТ 247 КМ"
"";"ЛДЗ";"2500838";"";"ПЛАТЕРЕ"
"";"ЛДЗ";"2500840";"";"АТГАЗЕНЕ"
"";"ЛДЗ";"2500842";"";"МЕНТА"
"";"ЛДЗ";"2500845";"";"КУДРА"
"";"ЛДЗ";"2500851";"";"ОСТ.ПУНКТ 256 КМ"
"";"ЛДЗ";"2500853";"";"АЛАНДА"
"";"ЛДЗ";"2500854";"";"РУЖИ"
"";"ЛДЗ";"2500858";"";"ИДУС"
"";"ЛДЗ";"2500861";"";"ЗУРА"
"";"ЛДЗ";"2500862";"";"ВИРКЕНЫ"
"";"ЛДЗ";"2500863";"";"СТАБУРАГС"
"";"ЛДЗ";"2500864";"";"БИРЗЕ"
"";"ЛДЗ";"2500865";"";"КАЛНГАЛЕ"
"";"ЛДЗ";"2500866";"";"ЛАЧПЛЕСИС"
"";"ЛДЗ";"2500868";"";"ГОБА"
"";"ЛДЗ";"2500870";"";"СМАРДЕ"
"";"ЛДЗ";"2500875";"";"ГАЙСМА"
"";"ЛДЗ";"2500877";"";"ДАЛБЕ"
"";"ЛДЗ";"2500880";"";"ЗВЕЙНИЕКЦИЕМС"
"";"ЛДЗ";"2500883";"";"УПШАС"
"";"ЛДЗ";"2500884";"";"СЕРГУНТА"
"";"ЛДЗ";"2500886";"";"ЕЛГАВА 2"
"";"ЛДЗ";"2500900";"";"ОЗОЛНИЕКИ"
"";"ЛДЗ";"2500901";"";"ДАУГАВА"
"";"ЛДЗ";"2500902";"";"КУРСА"
"";"ЛДЗ";"2501100";"";"ВЕЦАКИ"
"";"ЛДЗ";"2501108";"";"КАНГАРИ"
"";"ЛДЗ";"2501112";"";"РИГА-ПРЕЧУ"
"";"ЛДЗ";"2501114";"";"НЕЙКЕНЫ"
"";"ЛДЗ";"2501115";"";"ЦАРНИКАВА"
"";"ЛДЗ";"2501318";"";"ЯУНЦЕКУЛЕ"
"";"ЛДЗ";"2501352";"";"ЛИЛАСТЕ"
"";"ЛДЗ";"2501353";"";"ПОЦИЕМС"
"";"ЛДЗ";"2501385";"";"ПОСТ-КЛЕПЕРОВО"
"";"ЛДЗ";"2501445";"";"ГРИВА"
"";"ЛДЗ";"2501457";"";"ГАВИЕЗЕ"
"";"САХ";"2068455";"";"МИЦУЛЕВКА"
"";"САХ";"2068474";"";"ЗАОЗЕРНАЯ"
"";"САХ";"2068484";"";"ЛЕОНИДОВО"
"";"САХ";"2068486";"";"ПИОНЕРЫ"
"";"САХ";"2068499";"";"ШАХТА"
"";"САХ";"2068504";"";"ЗАВЕТЫ ИЛЬИЧА"
"";"САХ";"2068506";"";"КАЛИНИНО"
"";"САХ";"2068507";"";"ЗЫРЯНСКАЯ"
"";"САХ";"2068510";"";"ХОЛМСК-СОРТИРОВОЧНЫЙ"
"";"САХ";"2068517";"";"КРАСНОЯРСКАЯ"
"";"САХ";"2068518";"";"ЧЕХОВ"
"";"САХ";"2068520";"";"НОВОСЕЛОВО"
"";"САХ";"2068521";"";"УРОЖАЙНАЯ"
"";"САХ";"2068525";"";"КЛЮЧИ"
"";"САХ";"2068526";"";"ТЕПЛОВОДСКАЯ"
"";"САХ";"2068532";"";"БЫКОВ"
"";"САХ";"2068535";"";"СТАРОРУССКОЕ"
"";"САХ";"2068542";"";"ГОНЧАРОВО"
"";"САХ";"2068545";"";"ЕЛЬНИКИ"
"";"САХ";"2068547";"";"УСКОВО"
"";"ЛГ";"0020241";"";"СОВЕТСК-ПАГЕГЯЙ ГРАНИЦ"
"";"ЛГ";"0024213";"";"ШУМСКАС-ГУДОГАЙ ГРАНИЦ"
"";"ЛГ";"0024214";"";"ГЯЛЯДНЕ-ПЕСКАРИШКИ ГР."
"";"ЛГ";"0024215";"";"ЛИХАЧИ-СЯНОВЕ ГРАНИЦА."
"";"ЛГ";"0024216";"";"ДРУСКЕНИНКАЙ-ЧЕРНУХА Г"
"";"ЛГ";"0024252";"";"МЕЙТЕНЕ-ШАРКЯЙ ГРАНИЦА"
"";"ЛГ";"0024253";"";"ЭГЛАЙНЕ-ШАПЕЛЯЙ ГРАНИЦ"
"";"ЛГ";"0024255";"";"КАЛЕТИ-СКУОДАС ГРАНИЦА"
"";"ЛГ";"0024256";"";"ВАЙНЕДЕ-ЛУШЕ ГРАНИЦА"
"";"ЛГ";"0024257";"";"РЕНЬГЕ-МАЖЕЙКЯЙ ГРАНИЦ"
"";"ЛГ";"2400001";"";"ВИЛЬНЮС ЦЕНТР"
"";"ЛГ";"2400003";"";"ЕСЯ"
"";"ЛГ";"2400018";"";"ДИТУВА"
"";"ЛГ";"2400038";"";"МЯРГАЛАУКИС"
"";"ЛГ";"2400047";"";"ДЕГУЛЯЙ"
"";"ЛГ";"2400050";"";"ТАРУШКОС"
"";"ЛГ";"2400051";"";"БАЕРИШКЯЙ"
"";"ЛГ";"2400052";"";"РАГУВЕЛЕ"
"";"ЛГ";"2400053";"";"СУРДЕГИС"
"";"ЛГ";"2400055";"";"ВАШУОКЕНАЙ"
"";"ЛГ";"2400056";"";"ТРОШКУНАЙ"
"";"ЛГ";"2400057";"";"ПАГОЕ"
"";"ЛГ";"2400058";"";"АНИКЩЯЙ"
"";"ЛГ";"2400059";"";"БИЧЕНИС"
"";"ЛГ";"2400063";"";"ВИНЧЯЙ"
"";"ЛГ";"2400065";"";"ТРАКАЙ"
"";"ЛГ";"2400066";"";"СМЕЛИНЕ"
"";"ЛГ";"2400305";"";"ЛАЙЖУВА"
"";"ЛГ";"2400308";"";"ШАЛЬЧИНИНКАЙ"
"";"ЛГ";"2400313";"";"МЯДИНИНКАЙ"
"";"ЛГ";"2400316";"";"КАЛОТЕ"
"";"ЛГ";"2400328";"";"ЛИДУВЕНАЙ"
"";"ЛГ";"2400335";"";"ГЯНЯЙ"
"";"ЛГ";"2400336";"";"ЭЛЕКТРОДЕПАС 1"
"";"ЛГ";"2400337";"";"КАРШИНАУКА"
"";"ЛГ";"2400338";"";"КУЛЬБЯЙ"
"";"ЛГ";"2400339";"";"РУБИКЯЙ"
"";"ЛГ";"2400340";"";"ЛАБУЧЯЙ"
"";"ЛГ";"2400341";"";"КАУБАРИШКИС"
"";"ЛГ";"2400342";"";"ЭЛЕКТРОДЕПАС 2"
"";"ЛГ";"2400344";"";"ДАРЖЕЛЯЙ"
"";"ЛГ";"2400345";"";"НЕВЕРОНИС"
"";"ЛГ";"2400346";"";"ЛАЙСТАЙ"
"";"ЛГ";"2400347";"";"ЖЯМАЙТКЕМИС"
"";"ЛГ";"2400348";"";"ВОВЯРИШКЯЙ"
"";"ЛГ";"2400349";"";"НАУЕНА"
"";"ЛГ";"2400356";"";"АЛЬВИТАС"
"";"ЛГ";"2400359";"";"БАГОТОЙИ"
"";"ЛГ";"2400367";"";"ЛАЗДЕНАЙ"
"";"ЛГ";"2400371";"";"УЖПЕЛЬКЯЙ"
"";"ЛГ";"2400373";"";"БЯРНОТИШКЕ"
"";"ЛГ";"2400384";"";"КУТИШКЯЙ"
"";"ЛГ";"2400402";"";"ДАПШЕНЯЙ"
"";"ЛГ";"2400438";"";"ПАЖЕЙМЯНЕ"
"";"ЛГ";"2400443";"";"ВИСАГИНАС"
"";"ЛГ";"2400508";"";"ЗАПАСНОЙ КОД"
"";"ЛГ";"2401387";"";"РАУДЕНАЙ"
"";"ЛГ";"2401389";"";"ДУСЕЙКЯЙ"
"";"ЛГ";"2401391";"";"ТАРВАЙНЯЙ"
"";"ЛГ";"2401394";"";"ТОЛЕЧАЙ"
"";"ЛГ";"2401401";"";"ЛАБА"
"";"ЛГ";"2401454";"";"КУКОРАЙ"
"";"ТЖД";"0029663";"";"САРЫАСИЯ-ПАХТААБАД"
"";"ТЖД";"6600001";"";"ДУШАНБЕ"
"";"ТЖД";"6600351";"";"ОСТ ПУНКТ 4666 КМ"
"";"СВРД";"2030012";"";"ПЕРМЬ-СОРТ"
"";"СВРД";"2030019";"";"ПАРМА"
"";"СВРД";"2030034";"";"ШУТЕМ"
"";"СВРД";"2030041";"";"ПЕРЕСКАЧКА"
"";"СВРД";"2030043";"";"АТИГ"
"";"СВРД";"2030067";"";"НИЖНЕСЕРГИНСКАЯ"
"";"СВРД";"2030068";"";"МИХАЙЛОВСКИЙ ЗАВОД"
"";"СВРД";"2030105";"";"НЕВИДИМКА"
"";"СВРД";"2030109";"";"УНЬ"
"";"СВРД";"2030110";"";"ОСТ.ПУНКТ 6 КМ"
"";"СВРД";"2030111";"";"ХАРЕНКИ"
"";"СВРД";"2030112";"";"ИЛИМ"
"";"СВРД";"2030113";"";"УТКИНСКИЙ ЗАВОД"
"";"СВРД";"2030120";"";"ОСТ.ПУНКТ 6 КМ"
"";"СВРД";"2030156";"";"КАРПИНСК"
"";"СВРД";"2030161";"";"ПОКРОВСК-УРАЛЬСКИЙ"
"";"СВРД";"2030177";"";"ПОЛУНОЧНОЕ"
"";"СВРД";"2030178";"";"СЕВЕРНЫЙ УРАЛ"
"";"СВРД";"2030210";"";"КАМГЭС"
"";"СВРД";"2030253";"";"ЮРМАЧ"
"";"СВРД";"2030255";"";"ПОСТ 34 КМ"
"";"СВРД";"2030285";"";"ВЕРХНЕТАГИЛЬСКАЯ"
"";"СВРД";"2030287";"";"ЕЖЕВАЯ"
"";"СВРД";"2030298";"";"ШИБАНОВО"
"";"СВРД";"2030325";"";"ОСТ.ПУНКТ 229 КМ"
"";"СВРД";"2030331";"";"ОСТ.ПУНКТ 109 КМ"
"";"СВРД";"2030335";"";"ОСТ.ПУНКТ 106 КМ"
"";"СВРД";"2030350";"";"ОСТ.ПУНКТ 93 КМ"
"";"СВРД";"2030351";"";"ОСТ.ПУНКТ 1899 КМ"
"";"СВРД";"2030352";"";"ОСТ.ПУНКТ 47 КМ"
"";"СВРД";"2030353";"";"ОСТ.ПУНКТ 14 КМ"
"";"СВРД";"2030354";"";"АРАКАЕВО"
"";"СВРД";"2030355";"";"ОСТ.ПУНКТ 15 КМ"
"";"СВРД";"2030356";"";"ОСТ.ПУНКТ 172 КМ"
"";"СВРД";"2030357";"";"ОСТ.ПУНКТ 58 КМ"
"";"СВРД";"2030358";"";"ОСТ.ПУНКТ 165 КМ"
"";"СВРД";"2030359";"";"ОСТ.ПУНКТ 191 КМ"
"";"СВРД";"2030360";"";"ОСТ.ПУНКТ 1394 КМ"
"";"СВРД";"2030362";"";"СПМСОНОВСКИЙ"
"";"СВРД";"2030363";"";"ПУЧИП"
"";"СВРД";"2030370";"";"КАМЕРАЛЬНЫЙЙ"
"";"СВРД";"2030371";"";"ОСТ.ПУНКТ 42 КМ"
"";"СВРД";"2030372";"";"ОСТ.ПУНКТ 152 КМ"
"";"СВРД";"2030373";"";"ОСТ.ПУНКТ 174 КМ"
"";"СВРД";"2030374";"";"ОСТ.ПУНКТ 117 КМ"
"";"СВРД";"2030375";"";"ПОСТ 313 КМ"
"";"СВРД";"2030376";"";"ОСТ.ПУНКТ 8 КМ"
"";"СВРД";"2030377";"";"БАЗА ПМС"
"";"СВРД";"2030379";"";"ОСТ.ПУНКТ 116 КМ"
"";"СВРД";"2030381";"";"ОСТ.ПУНКТ 127 КМ"
"";"СВРД";"2030383";"";"ОСТ.ПУНКТ 65 КМ"
"";"СВРД";"2030384";"";"МАХОВАТНЯ"
"";"СВРД";"2030385";"";"ОСТ.ПУНКТ 13 КМ"
"";"СВРД";"2030386";"";"ПМС 43"
"";"СВРД";"2030387";"";"ОСТ.ПУНКТ 4 КМ"
"";"СВРД";"2030388";"";"ОСТ.ПУНКТ 150 КМ"
"";"СВРД";"2030389";"";"ОСТ.ПУНКТ 7 КМ"
"";"СВРД";"2030390";"";"ОСТ.ПУНКТ 62 КМ"
"";"СВРД";"2030391";"";"ОСТ.ПУНКТ 27 КМ"
"";"СВРД";"2030396";"";"ОСТ.ПУНКТ 11 КМ"
"";"СВРД";"2030397";"";"ОСТ.ПУНКТ 8 КМ"
"";"СВРД";"2030398";"";"ОСТ.ПУНКТ 24 КМ"
"";"СВРД";"2030399";"";"ОСТ.ПУНКТ 19 КМ"
"";"СВРД";"2030401";"";"ОСТ.ПУНКТ 72 КМ"
"";"СВРД";"2030405";"";"ОСТ.ПУНКТ 28 КМ"
"";"СВРД";"2030406";"";"ОСТ.ПУНКТ 34 КМ"
"";"СВРД";"2030408";"";"ПОСТ 9 КМ"
"";"СВРД";"2030413";"";"ОСТ.ПУНКТ 33 КМ"
"";"СВРД";"2030419";"";"ОСТ.ПУНКТ 295 КМ"
"";"СВРД";"2030420";"";"ОСТ.ПУНКТ 316 КМ"
"";"СВРД";"2030421";"";"МОРОШКА"
"";"СВРД";"2030422";"";"ПОКРОВКА"
"";"СВРД";"2030440";"";"ОСТ.ПУНКТ 130 КМ"
"";"СВРД";"2030478";"";"СВЕРДЛОВСК ТОВАРНЫЙ"
"";"СВРД";"2030481";"";"БАЖУКОВО"
"";"СВРД";"2030484";"";"БЛОК ПОСТ 4/9 КМ"
"";"СВРД";"2030501";"";"ВЫРУБКИ"
"";"СВРД";"2030503";"";"ОСТ.ПУНКТ 2436 КМ"
"";"СВРД";"2030505";"";"ПЕРЕГРУЗОЧНАЯ"
"";"СВРД";"2030514";"";"АКТАЙ"
"";"СВРД";"2030516";"";"ОСТ.ПУНКТ 309 КМ"
"";"СВРД";"2030517";"";"ОСТ.ПУНКТ 375 КМ"
"";"СВРД";"2030522";"";"ЛОБИК"
"";"СВРД";"2030562";"";"ОСТ.ПУНКТ 47 КМ"
"";"СВРД";"2030579";"";"НЕРПЬЯ"
"";"СВРД";"2030592";"";"КАЛИЙНАЯ"
"";"СВРД";"2030593";"";"ОСТ.ПУНКТ 338 КМ"
"";"СВРД";"2030610";"";"ОСТ.ПУНКТ 137 КМ"
"";"СВРД";"2030622";"";"ОСТ.ПУНКТ 104 КМ"
"";"СВРД";"2030624";"";"КАМЕШЕК"
"";"СВРД";"2030625";"";"КРУТАЯ"
"";"СВРД";"2030626";"";"ЛОСИНЫЙ"
"";"СВРД";"2030636";"";"ОСТ.ПУНКТ 9 КМ"
"";"СВРД";"2030638";"";"СЕДЕЛЬНИКОВО"
"";"СВРД";"2030644";"";"ОСТ.ПУНКТ 13 КМ"
"";"СВРД";"2030645";"";"ОСТ.ПУНКТ 83 КМ"
"";"СВРД";"2030654";"";"МАКАРЦЕВО"
"";"СВРД";"2030662";"";"ОСТ.ПУНКТ 1312 КМ"
"";"СВРД";"2030673";"";"ОСТ.ПУНКТ 245 КМ"
"";"СВРД";"2030688";"";"ОСТ.ПУНКТ 2 КМ"
"";"СВРД";"2030689";"";"ОСТ.ПУНКТ 191 КМ"
"";"СВРД";"2030690";"";"ОСТ.ПУНКТ 202 КМ"
"";"СВРД";"2030695";"";"ОСТ.ПУНКТ 1375 КМ"
"";"СВРД";"2031150";"";"ТЕМНОВО"
"";"СВРД";"2031162";"";"ОСТ.ПУНКТ 3 КМ"
"";"СВРД";"2031168";"";"ОСТ.ПУНКТ 1366 КМ"
"";"СВРД";"2031171";"";"ОСТ.ПУНКТ 1358 КМ"
"";"СВРД";"2031173";"";"ОСТ.ПУНКТ 160 КМ"
"";"СВРД";"2031174";"";"ОСТ.ПУНКТ 183 КМ"
"";"СВРД";"2031175";"";"ОСТ.ПУНКТ 194 КМ"
"";"СВРД";"2031176";"";"ОСТ.ПУНКТ 201 КМ"
"";"СВРД";"2031178";"";"ОСТ.ПУНКТ 202 КМ"
"";"СВРД";"2031179";"";"ОСТ.ПУНКТ 145 КМ"
"";"СВРД";"2031181";"";"ОСТ.ПУНКТ 169 КМ"
"";"СВРД";"2031183";"";"ОСТ.ПУНКТ 182 КМ"
"";"СВРД";"2031184";"";"ОСТ.ПУНКТ 208 КМ"
"";"СВРД";"2031185";"";"ОСТ.ПУНКТ 234 КМ"
"";"СВРД";"2031186";"";"ОСТ.ПУНКТ 248 КМ"
"";"СВРД";"2031187";"";"ОСТ.ПУНКТ 255 КМ"
"";"СВРД";"2031194";"";"ОСТ.ПУНКТ 318 КМ"
"";"СВРД";"2031197";"";"ОСТ.ПУНКТ 148 КМ"
"";"СВРД";"2031201";"";"ОСТ.ПУНКТ 346 КМ"
"";"СВРД";"2031215";"";"ОСТ.ПУНКТ 20 КМ"
"";"СВРД";"2031223";"";"ОСТ.ПУНКТ 6 КМ"
"";"СВРД";"2031225";"";"ОСТ.ПУНКТ 1447 КМ"
"";"СВРД";"2031228";"";"ОСТ.ПУНКТ 42 КМ"
"";"СВРД";"2031232";"";"ОСТ.ПУНКТ 1492 КМ"
"";"СВРД";"2031234";"";"ОСТ.ПУНКТ 1505 КМ"
"";"СВРД";"2031237";"";"ОСТ.ПУНКТ 1533 КМ"
"";"СВРД";"2031239";"";"ОСТ.ПУНКТ 1551 КМ"
"";"СВРД";"2031241";"";"ОСТ.ПУНКТ 1559 КМ"
"";"СВРД";"2031247";"";"ОСТ.ПУНКТ 1572 КМ"
"";"СВРД";"2031249";"";"ОСТ ПУНКТ 54 КМ"
"";"СВРД";"2031250";"";"ГЛУХАРЬ"
"";"СВРД";"2031251";"";"ОСТ.ПУНКТ 1624 КМ"
"";"СВРД";"2031252";"";"ОСТ ПУНКТ 204 КМ"
"";"СВРД";"2031254";"";"ОСТ.ПУНКТ 120 КМ"
"";"СВРД";"2031258";"";"ОСТ.ПУНКТ 25 КМ"
"";"СВРД";"2031259";"";"ОСТ.ПУНКТ 30 КМ"
"";"СВРД";"2031260";"";"ОСТ.ПУНКТ 38 КМ"
"";"СВРД";"2031265";"";"ОСТ.ПУНКТ 48 КМ"
"";"СВРД";"2031266";"";"ОСТ.ПУНКТ 77 КМ"
"";"СВРД";"2031267";"";"ОСТ.ПУНКТ 54 КМ"
"";"СВРД";"2031269";"";"ОСТ.ПУНКТ 101 КМ"
"";"СВРД";"2031270";"";"ОСТ.ПУНКТ 5 КМ"
"";"СВРД";"2031271";"";"ОСТ.ПУНКТ 12КМ"
"";"СВРД";"2031272";"";"ОСТ.ПУНКТ 22 КМ"
"";"СВРД";"2031273";"";"ОСТ.ПУНКТ 29 КМ"
"";"СВРД";"2031274";"";"ОСТ.ПУНКТ 32 КМ"
"";"СВРД";"2031276";"";"ОСТ.ПУНКТ 56 КМ"
"";"СВРД";"2031277";"";"ОСТ.ПУНКТ 66 КМ"
"";"СВРД";"2031279";"";"ОСТ.ПУНКТ 77 КМ"
"";"СВРД";"2031280";"";"ОСТ.ПУНКТ 98 КМ"
"";"СВРД";"2031287";"";"МОЩЕВО"
"";"СВРД";"2031291";"";"ОСТ.ПУНКТ 4 КМ"
"";"СВРД";"2031292";"";"ТРАВЯНЫ"
"";"СВРД";"2031305";"";"ОСТ.ПУНКТ 159 КМ"
"";"СВРД";"2031322";"";"ОСТ.ПУНКТ 80 КМ"
"";"СВРД";"2031325";"";"ВЕРХНЕЕРМАКОВСКИЙ"
"";"СВРД";"2031326";"";"ПОСТ 22 КМ"
"";"СВРД";"2031327";"";"ОСТ.ПУНКТ 25 КМ"
"";"СВРД";"2031329";"";"ОСТ.ПУНКТ 6 КМ"
"";"СВРД";"2031344";"";"ОСТ.ПУНКТ 255 КМ"
"";"СВРД";"2031345";"";"ЖУРАВЛИХА"
"";"СВРД";"2031346";"";"ТИГ"
"";"СВРД";"2031347";"";"ПЧЕЛИНЫЙ"
"";"СВРД";"2031348";"";"ОСТ.ПУНКТ 298 КМ"
"";"СВРД";"2031353";"";"МАЛАЯ ТРИФОНОВКА"
"";"СВРД";"2031364";"";"ОСТ.ПУНКТ 214 КМ"
"";"СВРД";"2031367";"";"ОСТ.ПУНКТ 177 КМ"
"";"СВРД";"2031368";"";"ОСТ.ПУНКТ 155 КМ"
"";"СВРД";"2031372";"";"ОСТ.ПУНКТ 1990 КМ"
"";"СВРД";"2031374";"";"ПУЛЬНИКОВО"
"";"СВРД";"2031376";"";"МЕСЯДЫ"
"";"СВРД";"2031379";"";"ОСТ.ПУНКТ 2394 КМ"
"";"СВРД";"2031380";"";"ОСТ,ПУНКТ 2455 КМ"
"";"СВРД";"2031381";"";"ОСТ.ПУНКТ 2467 КМ"
"";"СВРД";"2031385";"";"ОСТ.ПУНКТ 292 КМ"
"";"СВРД";"2031386";"";"ОСТ.ПУНКТ 1586 КМ"
"";"СВРД";"2031387";"";"ОСТ.ПУНКТ 11 КМ"
"";"СВРД";"2031388";"";"ОСТ.ПУНКТ 20 КМ"
"";"СВРД";"2031389";"";"ОСТ.ПУНКТ 10 КМ"
"";"СВРД";"2031390";"";"ОСТ.ПУНКТ 17 КМ"
"";"СВРД";"2031392";"";"ОСТ.ПУНКТ 132 КМ"
"";"СВРД";"2031393";"";"ОСТ.ПУНКТ 144 КМ"
"";"СВРД";"2031394";"";"ОСТ.ПУНКТ 43 КМ"
"";"СВРД";"2031395";"";"ОСТ.ПУНКТ 35 КМ"
"";"СВРД";"2031397";"";"ПУТЕВОЙ ПОСТ 70 КМ"
"";"СВРД";"2031398";"";"ОСТ.ПУНКТ 83 КМ"
"";"СВРД";"2031454";"";"ОСТ.ПУНКТ 666 КМ"
"";"СВРД";"2031455";"";"ОСТ.ПУНКТ 674 КМ"
"";"СВРД";"2031456";"";"ОСТ.ПУНКТ 651 КМ"
"";"СВРД";"2031460";"";"ОСТ.ПУНКТ 129 КМ"
"";"СВРД";"2031464";"";"ПОКАЧЕВСКИЙ"
"";"СВРД";"2031475";"";"ОСТ.ПУНКТ 124 КМ"
"";"СВРД";"2031480";"";"ОСТ.ПУНКТ 151 КМ"
"";"СВРД";"2031489";"";"ОСТ.ПУНКТ 80 КМ"
"";"СВРД";"2031507";"";"БОЕВСКИЙ"
"";"СВРД";"2031511";"";"ОСТ.ПУНКТ 195 КМ"
"";"СВРД";"2031512";"";"ОСТ.ПУНКТ 145 КМ"
"";"СВРД";"2031513";"";"ОСТ.ПУНКТ 210 КМ"
"";"СВРД";"2031514";"";"ОСТ.ПУНКТ 276 КМ"
"";"СВРД";"2031515";"";"ОСТ.ПУНКТ 280 КМ"
"";"СВРД";"2031523";"";"ШАДРИХА"
"";"СВРД";"2031529";"";"ШПАЛЬНАЯ"
"";"СВРД";"2031530";"";"ПЛЮСНИХА"
"";"СВРД";"2031534";"";"ОСТ.ПУНКТ 67 КМ"
"";"СВРД";"2031535";"";"ОСТ.ПУНКТ 52 КМ"
"";"ТСDD";"0058751";"";"АХУРЯН-ДОГУКАПЫ"
"";"ТСDD";"7500120";"";"СТАМБУЛ"
"";"ТСDD";"7500123";"";"АКЬЯКА"
"";"ТСDD";"7500125";"";"КАРС"
"";"ТСDD";"7500127";"";"АНКАРА"
"";"ТСDD";"7500130";"";"ДОГУКАПЫ"
"";"ТСDD";"7500154";"";"КАПИКУЛЕ"
"";"ТРК";"0029671";"";"ФАРАП-ХОДЖАДАВЛЕТ ГР"
"";"ТРК";"0029673";"";"ТАХИАТАШ-НАЙМАНКУЛЬ ГР"
"";"ТРК";"0029676";"";"ДАШОГУЗ-ШАВАТ ГР"
"";"ТРК";"6700000";"";"АШГАБАД"
"";"ТРК";"6700217";"";"ПОЛТОРАЦКОГО"
"";"ТРК";"6700277";"";"ГАРМАНСАГАД "
"";"ТРК";"6700760";"";"ОСТ.ПУНКТ 4099 КМ"
"";"ТРК";"6700785";"";"ОСТ.ПУНКТ 4094 КМ"
"";"ТРК";"6700903";"";"БАЛЛА ИШЕМ"
"";"ТРК";"6700954";"";"ЗАРПЧИ"
"";"СЕВ";"2010000";"";"ЯРОСЛАВЛЬ"
"";"СЕВ";"2010041";"";"ВОЛОГДА"
"";"СЕВ";"2010069";"";"ОСТ.ПУНКТ 300 КМ"
"";"СЕВ";"2010081";"";"КАМЕНКА"
"";"СЕВ";"2010109";"";"ШЕЖАМ"
"";"СЕВ";"2010111";"";"ОСТ.ПУНКТ 4 КМ"
"";"СЕВ";"2010130";"";"ИВАНОВО ГОРОД"
"";"СЕВ";"2010161";"";"КОТЛАС"
"";"СЕВ";"2010205";"";"ВАУЛОВО"
"";"СЕВ";"2010281";"";"ЖАРОК"
"";"СЕВ";"2010295";"";"РЫБИНСК"
"";"СЕВ";"2010339";"";"ОСТ.ПУНКТ 499 КМ"
"";"СЕВ";"2010347";"";"РЫБИНСК ТОВАРНЫЙ"
"";"СЕВ";"2010357";"";"БЛОК ПОСТ 1363 КМ"
"";"СЕВ";"2010358";"";"БЛОК ПОСТ 1974 КМ"
"";"СЕВ";"2010380";"";"ПЛАТФОРМА 310 КМ"
"";"СЕВ";"2010381";"";"ПЛАТФОРМА 322 КМ"
"";"СЕВ";"2010382";"";"ПЛАТФОРМА 331 КМ"
"";"СЕВ";"2010385";"";"ОСТ.ПУНКТ 409 КМ"
"";"СЕВ";"2010390";"";"ПОСТ 481 КМ"
